details,kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,train_time,pred_time,pred_time_normalized,pred_time_small_compounds,pred_time_small_compounds_normalized,pred_time_large_compounds,pred_time_large_compounds_normalized,pred_time_representative-2500,pred_time_representative-2500_normalized,pred_time_representative-5000,pred_time_representative-5000_normalized,pred_time_representative-10000,pred_time_representative-10000_normalized,pred_time_representative-20000,pred_time_representative-20000_normalized
Mordred-XGBoost,0.7086503570174412,0.5721919777130875,0.8166122258516099,0.8549618320610687,0.7862595419847328,0.9083969465648855,0.8095238095238095,0.6935483870967742,0.8939393939393939,0.8970588235294118,0.8027179707685471,0.9545454545454546,0.72,3490.8733279409353,0.002109725959599,1.6104778317549757e-05,0.0263109761290252,5.262195225805044e-06,0.0180015647783875,3.600312955677509e-06,0.0203382321633398,8.135292865335941e-06,0.0314282951876521,6.285659037530422e-06,0.0341537301428616,3.4153730142861604e-06,0.0627742665819823,3.1387133290991186e-06
"Ensemble: Mordred-XGBoost, Mordred-LightGBM, Mordred-RandomForest, Morgan-Bayesian, Morgan-LogisticRegression",0.5845177963115236,0.43672283556072045,0.7154411572807551,0.7938931297709924,0.7175572519083969,0.8549618320610687,0.6984126984126984,0.5757575757575758,0.8032786885245902,0.8823529411764706,0.7846153846153846,0.9459459459459459,0.6928774928774929,3532.832788495114,0.1727152708917856,0.00131843718238,0.4560091411694884,9.120182823389768e-05,0.4869130770675838,9.738261541351676e-05,0.3456735960207879,0.0001382694384083,0.5365138878114522,0.0001073027775622,0.8940300163812935,8.940300163812935e-05,1.573006167076528,7.86503083538264e-05
