details,kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,train_time,pred_time,pred_time_normalized,pred_time_small_compounds,pred_time_small_compounds_normalized,pred_time_large_compounds,pred_time_large_compounds_normalized,pred_time_representative-2500,pred_time_representative-2500_normalized,pred_time_representative-5000,pred_time_representative-5000_normalized,pred_time_representative-10000,pred_time_representative-10000_normalized,pred_time_representative-20000,pred_time_representative-20000_normalized
Mordred-XGBoost,0.5925925925925926,0.458029197080292,0.7044245096548578,0.7962962962962963,0.7283950617283951,0.8518518518518519,0.8395061728395061,0.7439024390243902,0.9102564102564102,0.7530864197530864,0.6506024096385542,0.8378378378378378,0.452,4149.607938630972,0.1050945101305842,0.0006487315440159,0.0932281331624835,1.8645626632496714e-05,0.0931119220331311,1.8622384406626223e-05,0.0933129829354584,3.732519317418337e-05,0.0088259889744222,1.7651977948844431e-06,0.0148814572021365,1.4881457202136516e-06,0.0233465679921209,1.1673283996060491e-06
"Ensemble: Mordred-XGBoost, Mordred-RandomForest, Mordred-LightGBM, Mordred-LogisticRegression, Morgan-LogisticRegression",0.5802469135802469,0.4463740723944011,0.7018862137708941,0.7901234567901234,0.7222222222222222,0.845679012345679,0.8024691358024691,0.7023827873640787,0.8795180722891566,0.7777777777777778,0.6738407667131112,0.8604651162790697,0.4296352511502158,4470.669536877889,70.55587962898426,0.4355301211665695,132.5301595388446,0.0265060319077689,5456.367611627094,1.0912735223254189,611.4489997220226,0.244579599888809,1167.2561205169186,0.2334512241033837,2349.218096524012,0.2349218096524011,4260.644731323002,0.21303223656615
