details,kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,train_time,pred_time,pred_time_normalized,pred_time_small_compounds,pred_time_small_compounds_normalized,pred_time_large_compounds,pred_time_large_compounds_normalized,pred_time_representative-2500,pred_time_representative-2500_normalized,pred_time_representative-5000,pred_time_representative-5000_normalized,pred_time_representative-10000,pred_time_representative-10000_normalized,pred_time_representative-20000,pred_time_representative-20000_normalized
Morgan-XGBoost,0.39723507058479635,0.32055341042387153,0.46989612170443784,0.7219512195121951,0.6846902730917549,0.7577235772357723,0.5473251028806584,0.48347706064603596,0.6085919629214063,0.8360215053763441,0.7962466487935657,0.8709677419354839,0.539,8567.43611701706,0.0067529468797147,1.0980401430430451e-05,0.0323858389165252,6.477167783305049e-06,0.0326495058834552,6.529901176691055e-06,0.0176082970574498,7.043318822979927e-06,0.0329525000415742,6.590500008314848e-06,0.0645070720929652,6.450707209296524e-06,0.1217501480132341,6.087507400661707e-06
"Ensemble: Morgan-XGBoost, Morgan-LightGBM, Morgan-RandomForest, Mordred-XGBoost, Mordred-LightGBM",0.4748444661310841,0.4046203061055066,0.5425910638722363,0.7609756097560976,0.7252032520325203,0.7934959349593496,0.5596707818930041,0.4978723404255319,0.6230479530534428,0.8924731182795699,0.8579234972677595,0.9211195928753181,0.5463901722538181,9629.791864595027,167.09903831989504,0.271705753365683,118.58293822105044,0.02371658764421,5119.8177764189895,1.023963555283798,529.1197793639731,0.2116479117455892,1024.7477578979451,0.204949551579589,2008.727718929993,0.2008727718929993,3990.280609734124,0.1995140304867061
