kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,search_time,pred_time
0.5540397292838819,0.49596514650187823,0.6075131481480401,0.864920744314266,0.8470020675396278,0.881461061337009,0.5719063545150501,0.5151515151515151,0.6276426918897181,0.9409722222222222,0.9261508464486462,0.9536900856290981,0.6387759422992101,4597.882596722338,1.7932894160039723
