kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,search_time,pred_time
0.3402696809368809,0.2847810362452898,0.39595843652579965,0.713678844519966,0.6873406966864911,0.7383177570093458,0.4891041162227603,0.4418604651162791,0.5386436095151955,0.8350785340314136,0.8066945083179708,0.859395532194481,0.6005354197424966,4673.063336014282,1.4120101309381425
