kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,search_time,pred_time
0.5340532559616804,0.4746544207003742,0.5911954903804068,0.8752542372881356,0.8583050847457627,0.8915254237288136,0.5399239543726235,0.4804870639007193,0.6008064516129032,0.948019801980198,0.9348368001954277,0.9596838963157032,0.5078655826022229,4594.942730754614,1.437644169665873
