kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,search_time,pred_time
0.5555555555555556,0.41922196796338673,0.6778338687471317,0.7777777777777778,0.7098765432098766,0.8333333333333334,0.7654320987654321,0.6585913726050395,0.8481012658227848,0.7901234567901234,0.692167400415854,0.8705882352941177,0.4786284246256822,4522.359083469957,0.34139344515278935
