kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,search_time,pred_time
0.5106207323575447,0.45506302193865117,0.5662451174870675,0.8556566970091027,0.8368010403120937,0.8725617685305592,0.5222929936305732,0.4684385382059801,0.5771536975990159,0.9411764705882353,0.9267680895137494,0.9532019704433498,0.5099278629270351,4556.128914838191,0.22003563540056348
