kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,search_time,pred_time
0.5177788662911296,0.4684390546058668,0.5657376203335794,0.7698841698841699,0.745945945945946,0.7922779922779922,0.8187660668380463,0.7914004743381629,0.8452294287585754,0.6963249516441006,0.6557272976491554,0.7345309381237525,0.645723219087434,4557.863939954899,0.30840678699314594
