kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,search_time,pred_time
0.3079049492318324,0.19642679524310583,0.41709719136146944,0.6606498194945848,0.6028880866425993,0.7148014440433214,0.7368421052631579,0.6643108618415858,0.8013245033112583,0.568,0.48148148148148145,0.6535433070866141,0.3831910228432216,4563.0441109556705,0.2206044141203165
