kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,search_time,pred_time
0.5893009776795831,0.5463357858102904,0.6298278699148474,0.8413793103448276,0.8244031830238727,0.8567639257294429,0.6489563567362429,0.6075619517730424,0.6876168614882633,0.9160530191458026,0.9008915217753528,0.9304733727810651,0.6415353739612248,4783.647015654948,0.29695415776222944
