Metric,Value
ROC_AUC,0.8803101784425047
PR_AUC,0.6904053292053588
Accuracy,0.8746341463414634
Sensitivity,0.504325259515571
Specificity,0.960352422907489
GMean,0.6959382048064517
Precision,0.7464788732394366
F1,0.6019617965926691
MCC,0.5452338139418396
Kappa,0.5308491900268313
