framework,dataset,featurization,smoothing_factor,distance_threshold,kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,train_time,pred_time,pred_time_normalized,pred_time_small_compounds_normalized,pred_time_large_compounds_normalized,pred_time_representative-2500_normalized,pred_time_representative-5000_normalized,pred_time_representative-10000_normalized,pred_time_representative-20000_normalized,details,pred_time_small_compounds,pred_time_large_compounds,pred_time_representative-2500,pred_time_representative-5000,pred_time_representative-10000,pred_time_representative-20000,search_time,train_time_normalized
vnn,cyp2d6,morgan_fp,0.2099999999999999,1.0,0.4639282814785617,0.3988981758645174,0.5235377536122031,0.8637288135593221,0.8454237288135593,0.8806779661016949,0.4486692015209125,0.3904431001833049,0.5098887704071068,0.9537953795379538,0.9405297340374394,0.9647553176870276,0.4706682160224991,354.22804211999755,0.6367700099945068,0.0004317084813522,0.0003315155240008,0.0004383679753984,0.0004217743471963,0.0004012403786065,0.0003976864940021,0.0003982294870511,,,,,,,,,0.060038651206779245
vnn,cyp2c9,morgan_fp,0.1799999999999999,1.0,0.4030893102682474,0.3304538501407322,0.4774769956777228,0.8909329829172142,0.8745072273324573,0.9053876478318004,0.3837837837837838,0.3163841807909605,0.4601315857802282,0.9611069558713538,0.9497645696622096,0.9708083832335328,0.4385561661832998,373.95719706406817,0.6223318980191834,0.0004088908659784,0.0003409293974051,0.0004503566398052,0.000431747152796,0.0004129522675997,0.0004110253787017,0.0004109224532003,,,,,,,,,0.06141520726951358
vnn,cyp2c19,morgan_fp,0.2199999999999999,1.0,0.3992294170913157,0.3415936820953385,0.4589333442179013,0.8283485045513654,0.8088426527958388,0.846553966189857,0.4171974522292994,0.3630580132271395,0.4716104534209344,0.9338235294117648,0.9188304693545616,0.9469820554649266,0.468734307371346,382.6686569619924,0.6991867360193282,0.0004546077607407,0.0003442819599993,0.0004544473274028,0.0004240169652039,0.0004149746143957,0.000415396077698,0.0004149620406504,,,,,,,,,0.06222254584747844
vnn,cyp3a4,morgan_fp,0.2399999999999999,1.0,0.5476118316905558,0.5002204537180649,0.5889366949379742,0.8344827586206897,0.8175066312997348,0.8509283819628647,0.5540796963946869,0.5113456582768667,0.5955073512875391,0.9432989690721648,0.9299201037457602,0.9546452084857352,0.5971037716431988,577.299456803943,1.0193679399671964,0.0005407787479932,0.0004183872289955,0.000543763384805,0.0005097661399981,0.0005012064588023,0.0005002345934975,0.0004988108304998,,,,,,,,,0.07654461108511576
autoadmet,bbb,mordred_desc,,,0.5160142348754448,0.2941176470588235,0.7040905134899913,0.7647058823529411,0.6617647058823529,0.8529411764705882,0.8421052631578947,0.6944444444444444,0.9411764705882352,0.6666666666666666,0.4814814814814814,0.8214285714285714,0.843,2663.590686617012,0.002706485800445,3.980126177125117e-05,1.667699422687292e-05,1.421535238623619e-05,1.88670651987195e-05,1.906642764806748e-05,2.052304320968688e-05,1.9236051756888628e-05,Mordred-LightGBM,0.0833849711343646,0.0710767619311809,0.0471676629967987,0.0953321382403373,0.2052304320968687,0.3847210351377725,,9.865150691174119
autoadmet,bbb,ensemble,,,0.4839285714285714,0.2608695652173913,0.6807511737089201,0.75,0.6323529411764706,0.8382352941176471,0.8421052631578947,0.696969696969697,0.9375,0.6333333333333333,0.4444444444444444,0.7931034482758621,0.8626885912866588,2678.399448955024,0.1279596649110317,0.0018817597781034,7.898599719628692e-05,7.764871381223202e-05,0.000122667010501,8.986012060195207e-05,7.599269170314074e-05,6.846343795768917e-05,"Ensemble: Mordred-LightGBM, Mordred-XGBoost, Morgan-LightGBM, Morgan-XGBoost, Mordred-RandomForest",0.3949299859814346,0.3882435690611601,0.3066675262525677,0.4493006030097604,0.7599269170314074,1.369268759153783,,9.919997959092681
autoadmet,herg,mordred_desc,,,0.7086503570174412,0.5721919777130875,0.8166122258516099,0.8549618320610687,0.7862595419847328,0.9083969465648856,0.8095238095238095,0.6935483870967742,0.8939393939393939,0.8970588235294118,0.8027179707685471,0.9545454545454546,0.72,3490.8733279409357,0.002109725959599,1.6104778317549757e-05,5.262195225805044e-06,3.600312955677509e-06,8.135292865335941e-06,6.285659037530422e-06,3.4153730142861604e-06,3.1387133290991186e-06,Mordred-XGBoost,0.0263109761290252,0.0180015647783875,0.0203382321633398,0.0314282951876521,0.0341537301428616,0.0627742665819823,,6.649282529411306
autoadmet,herg,ensemble,,,0.5845177963115236,0.4367228355607204,0.7154411572807551,0.7938931297709924,0.7175572519083969,0.8549618320610687,0.6984126984126984,0.5757575757575758,0.8032786885245902,0.8823529411764706,0.7846153846153846,0.945945945945946,0.6928774928774929,3532.832788495114,0.1727152708917856,0.00131843718238,9.120182823389768e-05,9.738261541351676e-05,0.0001382694384083,0.0001073027775622,8.940300163812935e-05,7.86503083538264e-05,"Ensemble: Mordred-XGBoost, Mordred-LightGBM, Mordred-RandomForest, Morgan-Bayesian, Morgan-LogisticRegression",0.4560091411694884,0.4869130770675838,0.3456735960207879,0.5365138878114522,0.8940300163812935,1.573006167076528,,6.729205311419265
autoadmet,pgp_substrates,mordred_desc,,,0.5925925925925926,0.4567901234567901,0.7035681610247027,0.7962962962962963,0.7283950617283951,0.8518518518518519,0.8395061728395061,0.7439024390243902,0.9080459770114944,0.7530864197530864,0.6506024096385542,0.8387096774193549,0.452,4149.607938630972,0.001801982987672,1.1123351775753646e-05,3.543180972337723e-06,2.902234997600317e-06,1.3810238800942896e-05,2.912128437310457e-06,2.3568189237266778e-06,2.134677697904408e-06,Mordred-XGBoost,0.0177159048616886,0.0145111749880015,0.0345255970023572,0.0145606421865522,0.0235681892372667,0.0426935539580881,,6.384012213278418
autoadmet,pgp_substrates,ensemble,,,0.5802469135802469,0.4449520328917313,0.7000462891529085,0.7901234567901234,0.7222222222222222,0.845679012345679,0.8024691358024691,0.7012153391310584,0.8791208791208791,0.7777777777777778,0.6790123456790124,0.8607594936708861,0.4296352511502158,4221.234728584066,0.1789743807166814,0.0011047801278807,7.291087023913861e-05,8.456056863069535e-05,0.000138414325565,9.052478671073912e-05,7.569610169157386e-05,6.563885344658047e-05,"Ensemble: Mordred-XGBoost, Mordred-RandomForest, Mordred-LightGBM, Mordred-LogisticRegression, Morgan-LogisticRegression",0.364554351195693,0.4228028431534767,0.3460358139127493,0.4526239335536957,0.7569610169157386,1.3127770689316094,,6.494207274744717
autoadmet,dili,mordred_desc,,,0.3884559116903844,0.2784231324955694,0.4964494099859565,0.7003610108303249,0.6462093862815884,0.7545126353790613,0.7763157894736842,0.7057474079606462,0.8385093167701864,0.608,0.5206611570247934,0.692866193410452,0.389,5220.912351457053,0.1681449823081493,0.0006070215967803,5.318873720243573e-05,6.031253421679139e-05,0.000120274631679,7.45925479568541e-05,6.280567129142583e-05,5.5265042395330966e-05,Mordred-XGBoost,0.2659436860121786,0.3015626710839569,0.3006865791976452,0.3729627397842705,0.6280567129142582,1.1053008479066193,,4.7035246409523
autoadmet,dili,ensemble,,,0.4040479162793169,0.291806622737827,0.5102190588871623,0.7075812274368231,0.6534296028880866,0.7581227436823105,0.7763157894736842,0.7031800069539317,0.8366013071895425,0.624,0.5378151260504201,0.7073170731707317,0.3839646929018021,5363.674170841114,0.2464390685781836,0.000889671727719,0.0001335571691393,0.0001512007985264,0.0002159911520779,0.0001574158161878,0.0001414681776892,0.0001319483991945,"Ensemble: Mordred-XGBoost, Mordred-RandomForest, Mordred-LightGBM, Mordred-LogisticRegression, Mordred-KNN",0.6677858456969261,0.7560039926320314,0.5399778801947832,0.7870790809392929,1.4146817768923938,2.638967983890325,,4.832138892649652
autoadmet,pgp_inhibitors,mordred_desc,,,0.7003577714634118,0.6280179925456865,0.7650484402963923,0.8571428571428571,0.8220140515222483,0.8875878220140515,0.9163346613545816,0.8764940239043825,0.9458333333333332,0.7727272727272727,0.7073170731707317,0.8304093567251462,0.74,6027.818107497995,0.0572161870077252,0.0001339957541164,8.245475217700004e-06,8.52665137499571e-06,1.6837165877223014e-05,9.274529851973055e-06,8.171815006062389e-06,7.861269568093121e-06,Mordred-XGBoost,0.0412273760885,0.0426332568749785,0.0420929146930575,0.0463726492598652,0.0817181500606238,0.1572253913618624,,3.5271024619648887
autoadmet,pgp_inhibitors,ensemble,,,0.7349716098480494,0.6665660507618796,0.796996841971799,0.8735362997658079,0.8384074941451991,0.9016393442622952,0.9282868525896414,0.8906882591093117,0.9561752988047808,0.7954545454545454,0.7283321931083105,0.8488372093023255,0.7513483167598666,6123.762794548762,0.180173902772367,0.0004219529338931,7.01627635397017e-05,8.841096023097635e-05,0.0001290035335347,8.970238482579589e-05,8.583741215988994e-05,7.284785588271916e-05,"Ensemble: Mordred-XGBoost, Mordred-LightGBM, Mordred-RandomForest, Mordred-LogisticRegression, Morgan-LogisticRegression",0.3508138176985085,0.4420548011548817,0.3225088338367641,0.4485119241289794,0.8583741215988994,1.4569571176543832,,3.5832432969858177
autoadmet,hlm,morgan_fp,,,0.3972350705847963,0.3244327342569363,0.4706697859804176,0.7219512195121951,0.6861788617886179,0.7560975609756098,0.5473251028806584,0.484304932735426,0.6092664511836015,0.8360215053763441,0.7961048272722412,0.8704381325608218,0.539,8567.43611701706,0.0092212227173149,1.4993858076934892e-05,1.2477675545960664e-05,1.2460870761424302e-05,1.2875601276755332e-05,1.2469604425132276e-05,1.211926070973277e-05,1.1961680953390896e-05,Morgan-XGBoost,0.0623883777298033,0.0623043538071215,0.0321890031918883,0.0623480221256613,0.1211926070973277,0.2392336190678179,,3.4798684472043298
autoadmet,hlm,ensemble,,,0.4748444661310841,0.4028381782025482,0.545556482431763,0.7609756097560976,0.7268292682926829,0.7934959349593496,0.5596707818930041,0.4979423868312757,0.6209677419354839,0.8924731182795699,0.8575129533678757,0.9209860051378006,0.5463901722538181,8882.87582982413,0.2365740011446178,0.0003846731725928,0.0002298248309642,0.0002360280433669,0.0002913763124495,0.00024446790535,0.0002381146841216,0.0002272626405581,"Ensemble: Morgan-XGBoost, Morgan-LightGBM, Morgan-RandomForest, Mordred-XGBoost, Mordred-LightGBM",1.1491241548210382,1.1801402168348432,0.7284407811239362,1.2223395267501471,2.3811468412168324,4.545252811163664,,3.607991807402165
autoadmet,cytotox,morgan_fp,,,0.4394498187730711,0.3845420833429466,0.4927548826625131,0.7578589634664401,0.7332200509770603,0.7822859468955081,0.5423728813559322,0.4938368964999147,0.5911214953271028,0.8743455497382199,0.8488063660477454,0.8962400041759743,0.584,12242.671937379986,0.0384691068902611,3.268403304185316e-05,2.1145023591816423e-05,2.449202602729201e-05,2.5038669444620608e-05,2.549453498795629e-05,2.412129328586161e-05,2.7440662146545945e-05,Morgan-LightGBM,0.1057251179590821,0.12246013013646,0.0625966736115515,0.1274726749397814,0.2412129328586161,0.5488132429309189,,2.601502749124519
autoadmet,cytotox,ensemble,,,0.3958812705351624,0.3392427598189561,0.4511095173661285,0.7502124044180118,0.7247238742565846,0.7748513169073916,0.4430992736077482,0.3942945964931394,0.4908396883058484,0.9162303664921466,0.8941798941798942,0.9339378238341968,0.6103342404381119,12560.367330854291,0.3515604739077389,0.0002986919914254,0.0002781819617375,0.0003023245849646,0.000322438048385,0.000307667966932,0.0002974236591719,0.0002959785562008,"Ensemble: Morgan-LightGBM, Morgan-XGBoost, Mordred-LightGBM, Mordred-XGBoost, Morgan-KNN",1.3909098086878655,1.511622924823314,0.8060951209627092,1.5383398346602917,2.974236591719091,5.919571124017239,,2.669011332523224
autoadmet,mmp,mordred_desc,,,0.5989215854987666,0.5403416466002825,0.6545104398518502,0.8729096989966555,0.8528428093645485,0.8904682274247492,0.5787545787545788,0.520711403931332,0.6363636363636364,0.9599133261105092,0.9452665601895016,0.9711471039946494,0.631,10428.851337072903,0.0679038111120462,5.6775761799369766e-05,5.177161758765578e-05,5.111247804015875e-05,5.439469516277313e-05,5.46927415765822e-05,5.49099026247859e-05,5.28321566991508e-05,Mordred-LightGBM,0.2588580879382789,0.2555623902007937,0.1359867379069328,0.2734637078829109,0.549099026247859,1.056643133983016,,2.1808555702787333
autoadmet,mmp,ensemble,,,0.5868582686290416,0.5261556188988434,0.6422782736937002,0.8704013377926422,0.8503344481605352,0.8879598662207357,0.5604395604395604,0.5,0.6178642293580356,0.962080173347779,0.9485094069810251,0.972914409534128,0.6321783495468281,10651.730101387016,0.3843199866823852,0.000321337781507,0.0001689921933226,0.0001829095107503,0.0002308223759755,0.0001900338999927,0.0001829607532825,0.0001634091467829,"Ensemble: Mordred-LightGBM, Mordred-RandomForest, Mordred-XGBoost, Morgan-LightGBM, Morgan-XGBoost",0.8449609666131437,0.9145475537516176,0.577055939938873,0.950169499963522,1.829607532825321,3.2681829356588423,,2.2274634256350936
autoadmet,ames,mordred_desc,,,0.5440376617972575,0.4970012133583195,0.5889346249984646,0.7791505791505792,0.7552123552123552,0.8015444015444015,0.7969151670951157,0.7679045092838196,0.8249027237354085,0.7524177949709865,0.712338965250676,0.7877629063097514,0.628,13010.654877060037,0.0687179346568882,5.306404220609131e-05,4.831314263865352e-05,4.331111339852214e-05,4.829535186290741e-05,4.931932259351015e-05,4.810393280349672e-05,4.8748102854006e-05,Mordred-LightGBM,0.2415657131932675,0.2165555669926107,0.1207383796572685,0.2465966129675507,0.4810393280349672,0.9749620570801198,,2.5107400380277958
autoadmet,ames,ensemble,,,0.5486763890184221,0.5008656296018434,0.5929572408360715,0.7806949806949807,0.7567567567567568,0.803088803088803,0.7917737789203085,0.762620880415326,0.8201316463436015,0.7640232108317214,0.725216176757689,0.8,0.6509909884913856,13364.109224610438,0.2867579809390008,0.0002214347343158,0.0001353858605958,0.0001267123065888,0.0001871364552527,0.000167495791614,0.0001562134818639,0.0001401370416628,"Ensemble: Mordred-LightGBM, Mordred-XGBoost, Mordred-RandomForest, Morgan-XGBoost, Morgan-LightGBM",0.6769293029792607,0.6335615329444408,0.4678411381319165,0.8374789580702782,1.5621348186396062,2.8027408332563937,,2.578948132885071
autoadmet,cyp1a2,mordred_desc,,,0.5971506469846894,0.5421827689416582,0.648104771711443,0.8773259820813232,0.8594073053066851,0.8931771192281185,0.6086956521739131,0.5521885521885522,0.6629579811833554,0.9470486111111112,0.9329825873565848,0.9587274290627688,0.647,11797.487284150033,0.0231507089920341,1.5955002751229632e-05,1.3382937852293254e-05,1.4927985984832047e-05,1.5044876374304296e-05,1.5512408223003147e-05,1.5116865281015635e-05,1.5567247266881167e-05,Mordred-LightGBM,0.0669146892614662,0.0746399299241602,0.0376121909357607,0.0775620411150157,0.1511686528101563,0.3113449453376233,,2.032647705746043
autoadmet,cyp1a2,ensemble,,,0.6082880814224098,0.5552478594152098,0.6594705962008022,0.8800827015851137,0.8621640248104755,0.895933838731909,0.6220735785953178,0.5648574764830481,0.6761116451853455,0.9470486111111112,0.9326909445398032,0.9588197447302048,0.6531086722165392,12067.10864221683,0.3294391622766852,0.0002270428409901,0.0001140966837294,0.0001239735626615,0.0001763576064258,0.0001458128787577,0.0001272921768948,0.0001196625943994,"Ensemble: Mordred-LightGBM, Mordred-XGBoost, Morgan-XGBoost, Morgan-LightGBM, Mordred-RandomForest",0.5704834186471999,0.619867813307792,0.4408940160647034,0.7290643937885761,1.2729217689484358,2.393251887988299,,2.079102109272369
autoadmet,cyp2d6,mordred_desc,,,0.5618280085094965,0.5049773127154328,0.6175771613331315,0.8738983050847458,0.8568396621446883,0.8907539681020445,0.623574144486692,0.5639097744360902,0.6811594202898551,0.9282178217821784,0.9120788824979458,0.9414157851912124,0.53,13425.616155008029,0.279608734883368,0.0001895652439887,6.150360237807035e-05,6.798179959878326e-05,0.0001374187923967,9.214995224028826e-05,9.009098429232836e-05,7.323590954765677e-05,Mordred-RandomForest,0.3075180118903518,0.3399089979939163,0.3435469809919595,0.4607497612014413,0.9009098429232836,1.4647181909531355,,2.2755281618657675
autoadmet,cyp2d6,ensemble,,,0.5953835510323089,0.5372892663516803,0.6499169014485275,0.8922033898305085,0.8752542372881356,0.9077966101694916,0.5817490494296578,0.5186317203685599,0.6387832699619772,0.9595709570957096,0.946843853820598,0.969626495565373,0.5611170276833692,13770.02991673228,0.4231730159372091,0.0002868969599574,0.0001410205934196,0.0001522531554102,0.0002317173946648,0.0001935422888025,0.0001658622169867,0.0001504540537949,"Ensemble: Mordred-RandomForest, Mordred-LightGBM, Morgan-RandomForest, Mordred-XGBoost, Morgan-LightGBM",0.7051029670983553,0.7612657770514488,0.579293486662209,0.9677114440128208,1.658622169867158,3.009081075899303,,2.3339033757173353
autoadmet,cyp2c9,morgan_fp,,,0.449806127323352,0.3788781728601351,0.5172736824771885,0.8896189224704336,0.8725361366622865,0.90473061760841,0.4756756756756757,0.4051282051282051,0.5468190895524897,0.9468960359012716,0.9337822696563222,0.9580256704529676,0.482,12657.91944869398,0.3527405126951635,0.0002317611778549,0.0001930603969842,0.0001812908481806,0.0002396110279485,0.0002029979430139,0.0001953763630241,0.0001790780784562,Morgan-RandomForest,0.9653019849210978,0.9064542409032584,0.5990275698713958,1.0149897150695324,1.953763630241156,3.58156156912446,,2.078817449284608
autoadmet,cyp2c9,ensemble,,,0.4439910883804212,0.367732670942621,0.5178512153427373,0.9067017082785808,0.8915900131406045,0.9211563731931668,0.3675675675675676,0.299490427438526,0.4375,0.981301421091997,0.9726978427925896,0.9873887240356084,0.4669725173648804,13032.040676269911,0.6417531510815024,0.0004216512162164,0.0002935845760628,0.0002970975541509,0.0004498129459097,0.0003191068819724,0.0003028895701281,0.0002801214496837,"Ensemble: Morgan-RandomForest, Mordred-RandomForest, Morgan-XGBoost, Morgan-LightGBM, Mordred-XGBoost",1.4679228803142903,1.485487770754844,1.1245323647744954,1.5955344098620117,3.0288957012817264,5.602428993675858,,2.1402595953801793
autoadmet,cyp2c19,mordred_desc,,,0.5033146801837413,0.4479630922210265,0.5547448862983725,0.8374512353706112,0.8185955786736021,0.8556566970091027,0.6114649681528662,0.5563464600781376,0.6643835616438356,0.8954248366013072,0.8771648551256603,0.9117408906882593,0.53,15580.10123097198,0.1160611347295343,7.546237628708347e-05,3.6260539013892414e-05,3.2915567979216576e-05,6.774115599691868e-05,3.482407880946994e-05,3.075237884186208e-05,2.576355179771781e-05,Mordred-RandomForest,0.181302695069462,0.1645778398960828,0.1693528899922967,0.1741203940473497,0.3075237884186208,0.5152710359543562,,2.5333497936539806
autoadmet,cyp2c19,ensemble,,,0.5087517567394915,0.4520956645891043,0.5644956528682546,0.8602080624187256,0.842002600780234,0.8771131339401821,0.4904458598726114,0.4367554482295791,0.5482866043613707,0.9550653594771242,0.9419005823279644,0.9657142857142856,0.5308491900268313,15923.35932216188,0.4905392709188163,0.0003189462099602,0.0002093500305898,0.0002363248477689,0.0003244052402675,0.0002432094618678,0.0002196110628079,0.0002023391504539,"Ensemble: Mordred-RandomForest, Mordred-LightGBM, Mordred-XGBoost, Morgan-RandomForest, Morgan-XGBoost",1.0467501529492438,1.181624238844961,0.811013100668788,1.2160473093390465,2.196110628079623,4.046783009078354,,2.589164117424696
autoadmet,cyp3a4,morgan_fp,,,0.6234340271509282,0.5810935553150836,0.6624970878360746,0.8567639257294429,0.8403183023872679,0.8721485411140584,0.6527514231499051,0.6115384615384616,0.6925354165293921,0.9359351988217968,0.922001471670346,0.9479472140762464,0.654,16352.477876140038,0.0220891791395843,1.1718397421530134e-05,1.1028129421174524e-05,1.1577383335679767e-05,1.145764086395502e-05,1.088384548202157e-05,1.0636421293020248e-05,1.0597383906133471e-05,Morgan-XGBoost,0.0551406471058726,0.0578869166783988,0.0286441021598875,0.0544192274101078,0.1063642129302024,0.2119476781226694,,2.16818852773005
autoadmet,cyp3a4,ensemble,,,0.633778189589467,0.5935713021395611,0.674467327470588,0.8620689655172413,0.8461538461538461,0.8774535809018568,0.6470588235294118,0.6053639846743295,0.6877108231602501,0.9455081001472754,0.9322156555714672,0.9565611295636652,0.6729755331538743,16822.01088129799,0.6745432890020311,0.0003578478986748,0.0002836885442025,0.0003072430586442,0.0003388016754761,0.000304280685354,0.0002991532714106,0.0002893900344148,"Ensemble: Morgan-XGBoost, Mordred-XGBoost, Mordred-LightGBM, Morgan-LightGBM, Morgan-RandomForest",1.4184427210129795,1.5362152932211757,0.8470041886903346,1.5214034267701209,2.9915327141061425,5.7878006882965565,,2.2304442961148223
autogluon,bbb,morgan_fp,,,0.3392226148409895,0.1101437086338515,0.5518453427065027,0.6764705882352942,0.5588235294117647,0.7794117647058824,0.7368421052631579,0.5757575757575758,0.8604651162790697,0.6,0.4074074074074074,0.7666666666666667,0.8862806761385972,,1.353791113011539,,,,,,,,,,,,,,,396.55166556406766,
autogluon,bbb,mordred_desc,,,0.4839285714285714,0.2608695652173912,0.679245283018868,0.75,0.6323529411764706,0.8382352941176471,0.8421052631578947,0.6982569796551236,0.9411764705882352,0.6333333333333333,0.4444444444444444,0.8,0.8862806761385972,,2.3166499040089548,,,,,,,,,,,,,,,91.69271417497656,
autogluon,herg,morgan_fp,,,0.6143883197927704,0.4723368940441541,0.7377840574590839,0.8091603053435115,0.732824427480916,0.8702290076335878,0.6825396825396826,0.56,0.7931034482758621,0.9264705882352942,0.8428571428571429,0.9726027397260274,0.6990438192199215,,3.888711402192712,,,,,,,,,,,,,,,476.6596000471618,
autogluon,herg,mordred_desc,,,0.5683690280065897,0.4155164618173909,0.6964078794901506,0.7862595419847328,0.7099236641221374,0.8473282442748091,0.6666666666666666,0.5409836065573771,0.7777777777777778,0.8970588235294118,0.8027163379453215,0.9553774912466918,0.7763503060469497,,0.9855511279311032,,,,,,,,,,,,,,,136.12609486305155,
autogluon,pgp_substrates,morgan_fp,,,0.5925925925925926,0.4610616064030408,0.7059694502671782,0.7962962962962963,0.7283950617283951,0.8518518518518519,0.7407407407407407,0.6352941176470588,0.8292682926829268,0.8518518518518519,0.7586206896551724,0.9156626506024096,0.4777142316963653,,4.299599748104811,,,,,,,,,,,,,,,516.8567507111002,
autogluon,pgp_substrates,mordred_desc,,,0.4691358024691358,0.3287292817679558,0.5990292010304371,0.7345679012345679,0.6604938271604939,0.7962962962962963,0.7777777777777778,0.6739125120467386,0.8588235294117647,0.691358024691358,0.5833333333333334,0.7866303542260764,0.5350765004026337,,5.135348981944844,,,,,,,,,,,,,,,148.80330258305185,
