dataset,Descriptor,Model,Repeat,Fold,ROC_AUC,PR_AUC,Accuracy,Sensitivity,Specificity,GMean,Precision,F1,MCC,Kappa
ames,Morgan,KNN,3,1,0.8506932796600694,0.8454558890774351,0.7714561234329798,0.7140221402214022,0.8343434343434344,0.7718417484624513,0.8251599147121536,0.7655786350148368,0.5503156154000854,0.5448814931547691
ames,Morgan,KNN,3,2,0.8239572850273957,0.8146546874871659,0.7540983606557377,0.6937269372693727,0.8202020202020202,0.7543183912757925,0.8086021505376344,0.746772591857001,0.5161558343217905,0.5104859505478536
ames,Morgan,KNN,3,3,0.8339109909317718,0.8285777944259483,0.7664092664092664,0.7472324723247232,0.7874493927125507,0.7670774123562766,0.7941176470588235,0.7699619771863118,0.5341713754699805,0.5331525868104694
ames,Morgan,KNN,3,4,0.8556048971420888,0.8553525084997118,0.778957528957529,0.7546125461254612,0.805668016194332,0.7797225102767357,0.80990099009901,0.7812798471824259,0.5598552098539425,0.5584285054869786
ames,Morgan,KNN,3,5,0.8601259393160733,0.8563610073760031,0.7876447876447876,0.7324723247232472,0.8481781376518218,0.7882049303736081,0.8411016949152542,0.7830374753451677,0.5823275573743617,0.5770298558427484
ames,Morgan,KNN,4,1,0.8520276566402027,0.8490334543583822,0.7743490838958534,0.7121771217712177,0.8424242424242424,0.7745677970842808,0.8318965517241379,0.7673956262425448,0.5571175954279994,0.5508379515998267
ames,Morgan,KNN,4,2,0.8437288009243729,0.8361186847356996,0.7839922854387656,0.7509225092250923,0.8202020202020202,0.7847981645503452,0.8205645161290323,0.7842003853564548,0.571075574284362,0.5688325766322284
ames,Morgan,KNN,4,3,0.8303964922240316,0.8221497758747057,0.7683397683397684,0.7398523985239852,0.7995951417004049,0.7691439289464427,0.802,0.7696737044145874,0.539193859718051,0.5374242807602435
ames,Morgan,KNN,4,4,0.8471697267579963,0.8429515418208702,0.7722007722007722,0.7343173431734318,0.8137651821862348,0.773021271731923,0.8122448979591836,0.7713178294573644,0.5482955383973862,0.5455397106276674
ames,Morgan,KNN,4,5,0.8380193316103202,0.8349118813165639,0.7722007722007722,0.7324723247232472,0.8157894736842105,0.773009192878214,0.8135245901639344,0.7708737864077669,0.5485938236760808,0.5456207906513433
ames,Morgan,KNN,5,1,0.82470088337247,0.8189092906577531,0.7521697203471552,0.7195571955719557,0.7878787878787878,0.752943458074172,0.7878787878787878,0.7521697203471552,0.5074359834507436,0.5053555287877073
ames,Morgan,KNN,5,2,0.8561370159156136,0.8421548781686248,0.7907425265188043,0.7453874538745388,0.8404040404040404,0.7914711794516859,0.8364389233954451,0.7882926829268293,0.5865659604198883,0.5827797379452788
ames,Morgan,KNN,5,3,0.8448615862676845,0.8442962840303361,0.7712355212355212,0.7343173431734318,0.8117408906882592,0.7720592038149908,0.8105906313645621,0.7705711519845111,0.5462143185624654,0.5435733087458918
ames,Morgan,KNN,5,4,0.8410258900159853,0.8356952925076397,0.7731660231660231,0.7214022140221402,0.8299595141700404,0.7737794460122387,0.8231578947368421,0.7689282202556539,0.5526771371793663,0.5480702119128589
ames,Morgan,KNN,5,5,0.8341350822415107,0.8355950435391112,0.7625482625482626,0.7121771217712177,0.8178137651821862,0.7631698719369966,0.8109243697478992,0.7583497053045186,0.5311706010938207,0.5268738954153238
ames,Morgan,Bayesian,1,1,0.8108762905810877,0.8204430758471457,0.7405978784956606,0.6881918819188192,0.797979797979798,0.7410554762667343,0.7885835095137421,0.734975369458128,0.4875529375319018,0.4832509915287047
ames,Morgan,Bayesian,1,2,0.8268534048976852,0.8406199506778651,0.7502410800385728,0.7029520295202952,0.802020202020202,0.7508539996073658,0.7954070981210856,0.7463271302644466,0.5059235357870352,0.5022009448772198
ames,Morgan,Bayesian,1,3,0.7929788457803608,0.8178761442457434,0.7316602316602316,0.6789667896678967,0.7894736842105263,0.7321382471198373,0.7796610169491526,0.7258382642998028,0.4697934723294951,0.465519545110382
ames,Morgan,Bayesian,1,4,0.7778918983521819,0.7908290530084707,0.7152509652509652,0.6752767527675276,0.7591093117408907,0.7159670879502643,0.7546391752577319,0.7127555988315482,0.4348028011061803,0.4321779455699401
ames,Morgan,Bayesian,1,5,0.8104112822504743,0.8322735178687559,0.7355212355212355,0.6771217712177122,0.7995951417004049,0.735814703988209,0.7875536480686696,0.7281746031746031,0.4786226991527071,0.4734913121540812
ames,Morgan,Bayesian,2,1,0.8290935182079092,0.8347770861569197,0.7521697203471552,0.7103321033210332,0.797979797979798,0.7528815765488508,0.7938144329896907,0.7497565725413826,0.5088527345001357,0.505786644265557
ames,Morgan,Bayesian,2,2,0.8119926199261993,0.8269219204572161,0.7270973963355835,0.6715867158671587,0.7878787878787878,0.7274124879687679,0.7761194029850746,0.7200791295746786,0.4610994073610737,0.456546255539239
ames,Morgan,Bayesian,2,3,0.7780300879931876,0.7974275089925621,0.7075289575289575,0.6402214022140221,0.7813765182186235,0.7072863424038651,0.7626373626373626,0.6960882647943831,0.4242949015819729,0.418335581612535
ames,Morgan,Bayesian,2,4,0.7945997729208063,0.8201403674760845,0.7287644787644788,0.6715867158671587,0.791497975708502,0.7290812891040183,0.7794432548179872,0.7215064420218038,0.4648458614787493,0.4599922833780996
ames,Morgan,Bayesian,2,5,0.8150219609483543,0.8241452681107122,0.7422779922779923,0.6974169741697417,0.791497975708502,0.7429697997093146,0.7858627858627859,0.7390029325513197,0.489640581643162,0.4862561847168773
ames,Morgan,Bayesian,3,1,0.8098028253009804,0.8267225068003521,0.7299903567984571,0.6715867158671587,0.793939393939394,0.7302048686316189,0.7811158798283262,0.7222222222222222,0.4674501186996673,0.4624476073401561
ames,Morgan,Bayesian,3,2,0.7920161019792016,0.8112443328000649,0.7203471552555448,0.6383763837638377,0.8101010101010101,0.7191309709028773,0.7863636363636364,0.7046843177189409,0.4532411112094582,0.4445060161736618
ames,Morgan,Bayesian,3,3,0.8020115929904239,0.8054866119162203,0.7374517374517374,0.7177121771217713,0.7591093117408907,0.7381205841886298,0.765748031496063,0.7409523809523809,0.4763982086675278,0.4753727230753191
ames,Morgan,Bayesian,3,4,0.7978976500291319,0.8193888848455438,0.7355212355212355,0.6881918819188192,0.7874493927125507,0.7361496311801572,0.7803347280334728,0.7313725490196078,0.4765534349291688,0.4729282096225545
ames,Morgan,Bayesian,3,5,0.8258959917534399,0.8397046745316075,0.7355212355212355,0.6697416974169742,0.8076923076923077,0.7354897804487015,0.7925764192139738,0.726,0.4801531781283203,0.4738660458771371
ames,Morgan,Bayesian,4,1,0.8141898691714189,0.8229606184805229,0.7531340405014465,0.6955719557195572,0.8161616161616162,0.7534581153168171,0.8055555555555556,0.7465346534653465,0.5136497634651122,0.5084379825870555
ames,Morgan,Bayesian,4,2,0.8141209139364121,0.8305152574290364,0.733847637415622,0.6826568265682657,0.7898989898989899,0.7343227749116344,0.7805907172995781,0.7283464566929134,0.4738184716466155,0.4697578254683424
ames,Morgan,Bayesian,4,3,0.7999648923614743,0.825285785574272,0.7326254826254827,0.6660516605166051,0.805668016194332,0.7325411387842692,0.7899343544857768,0.7227227227227228,0.474514762356772,0.4681527718060106
ames,Morgan,Bayesian,4,4,0.800906075862378,0.8123671776017684,0.7316602316602316,0.6937269372693727,0.7732793522267206,0.7324238640800061,0.7704918032786885,0.7300970873786408,0.4672891067362676,0.4647566940723451
ames,Morgan,Bayesian,4,5,0.7868424787486741,0.8125478931117611,0.7142857142857143,0.6494464944649446,0.7854251012145749,0.7142069578550604,0.7685589519650655,0.704,0.4373483591631916,0.4316217137942795
ames,Morgan,Bayesian,5,1,0.7845968914234598,0.8004496060294248,0.7242044358727098,0.6845018450184502,0.7676767676767676,0.7248973471137465,0.7633744855967078,0.7217898832684825,0.4526039353220178,0.4499714398047522
ames,Morgan,Bayesian,5,2,0.8159789779715979,0.8279663696197581,0.7540983606557377,0.7121771217712177,0.8,0.7548123590780521,0.7958762886597938,0.7517039922103214,0.5127220674840157,0.5096326625981207
ames,Morgan,Bayesian,5,3,0.7985885982341605,0.821342359854094,0.7239382239382239,0.6568265682656826,0.7975708502024291,0.7237856896120594,0.7807017543859649,0.7134268537074149,0.4571961399079552,0.4509213822958208
ames,Morgan,Bayesian,5,4,0.8120135351151083,0.8177789810170663,0.7422779922779923,0.6863468634686347,0.8036437246963563,0.7426832095796937,0.7931769722814499,0.7359050445103857,0.4916690887281484,0.4868051948051948
ames,Morgan,Bayesian,5,5,0.803464451648565,0.8308008353289134,0.7355212355212355,0.6734317343173432,0.8036437246963563,0.7356624139478084,0.79004329004329,0.7270916334661355,0.4793726591532182,0.4736787457169557
ames,Morgan,LogisticRegression,1,1,0.8565842931156584,0.8552279911804773,0.789778206364513,0.7859778597785978,0.793939393939394,0.7899485968355168,0.8068181818181818,0.7962616822429907,0.5794185839155523,0.5792069808911506
ames,Morgan,LogisticRegression,1,2,0.8770863617727087,0.8861338133043873,0.8013500482160077,0.8062730627306273,0.795959595959596,0.8010997323955215,0.8122676579925651,0.8092592592592592,0.6020397065893037,0.6020217300584236
ames,Morgan,LogisticRegression,1,3,0.8516123369735722,0.8724071181162316,0.7818532818532818,0.7693726937269373,0.7955465587044535,0.7823501766189105,0.805019305019305,0.7867924528301887,0.5643125823156703,0.5637065637065637
ames,Morgan,LogisticRegression,1,4,0.8490632983252908,0.852734880994562,0.7625482625482626,0.7453874538745388,0.7813765182186235,0.7631698719369967,0.7890625,0.7666034155597723,0.5262335797107112,0.5253512522907758
ames,Morgan,LogisticRegression,1,5,0.8642977725323812,0.8789965613707433,0.7905405405405406,0.7878228782287823,0.7935222672064778,0.7906674373522893,0.8071833648393195,0.7973856209150327,0.5808518170216566,0.5806685070506603
ames,Morgan,LogisticRegression,2,1,0.8762253531626225,0.885344706878878,0.7974927675988428,0.7933579335793358,0.802020202020202,0.7976773095454257,0.8143939393939394,0.8037383177570093,0.5948661710126029,0.5946489265465212
ames,Morgan,LogisticRegression,2,2,0.8826698721532669,0.8936862233899472,0.8100289296046287,0.8025830258302583,0.8181818181818182,0.8103448891155333,0.8285714285714286,0.8153701968134958,0.6201756691955675,0.6198418620749973
ames,Morgan,LogisticRegression,2,3,0.8467140744281937,0.8561447604013813,0.777992277992278,0.7601476014760148,0.7975708502024291,0.7786344256379641,0.8046875,0.7817836812144212,0.5571568915984194,0.5562227155564164
ames,Morgan,LogisticRegression,2,4,0.8488672184292693,0.8612788826644222,0.777027027027027,0.7767527675276753,0.7773279352226721,0.7770402981575564,0.7928436911487758,0.7847157502329916,0.5536600570791512,0.5535349163470292
ames,Morgan,LogisticRegression,2,5,0.8654499753499559,0.872557169934153,0.8021235521235521,0.8136531365313653,0.7894736842105263,0.8014722324365751,0.8091743119266055,0.8114075436982521,0.6032992178664233,0.6032890509421838
ames,Morgan,LogisticRegression,3,1,0.8602855119460286,0.8689780190641477,0.7839922854387656,0.7841328413284133,0.7838383838383839,0.7839855987589717,0.7988721804511278,0.7914338919925512,0.56757998389924,0.5674741644167209
ames,Morgan,LogisticRegression,3,2,0.8443475343844348,0.8519805444139077,0.7666345226615237,0.7214022140221402,0.8161616161616162,0.7673205307424519,0.8112033195020747,0.763671875,0.5383469683579714,0.5347534297367446
ames,Morgan,LogisticRegression,3,3,0.8613733809402871,0.8693390029689738,0.7760617760617761,0.7822878228782287,0.7692307692307693,0.7757318246356041,0.7881040892193308,0.7851851851851852,0.551337415323067,0.5513209181463836
ames,Morgan,LogisticRegression,3,4,0.8648934819307706,0.8679728084494155,0.7895752895752896,0.8007380073800738,0.7773279352226721,0.7889461464073891,0.7977941176470589,0.7992633517495396,0.5781739224788717,0.5781695928277923
ames,Morgan,LogisticRegression,3,5,0.8786508209211648,0.885446252125208,0.8011583011583011,0.7859778597785978,0.8178137651821862,0.8017378080490974,0.8255813953488372,0.8052930056710775,0.603147705259001,0.6023877304636848
ames,Morgan,LogisticRegression,4,1,0.866718849006672,0.8687980276068288,0.7849566055930569,0.7693726937269373,0.802020202020202,0.7855268571167412,0.8097087378640777,0.7890255439924314,0.5708187275608466,0.570044752337552
ames,Morgan,LogisticRegression,4,2,0.8611931119311194,0.8693828854407878,0.7782063645130183,0.7749077490774908,0.7818181818181819,0.7783552964171206,0.7954545454545454,0.7850467289719626,0.5562472032699765,0.5560440624080947
ames,Morgan,LogisticRegression,4,3,0.8443611156759341,0.8586884645583959,0.7837837837837838,0.7785977859778598,0.7894736842105263,0.7840168764855128,0.8022813688212928,0.7902621722846442,0.5675291017671419,0.5672579177420077
ames,Morgan,LogisticRegression,4,4,0.8517523940421591,0.8626611070956465,0.7818532818532818,0.7841328413284133,0.7793522267206477,0.781738879635705,0.795880149812734,0.7899628252788105,0.5631486439594577,0.5630812868552661
ames,Morgan,LogisticRegression,4,5,0.8535955450647624,0.8640589612228229,0.7944015444015444,0.7749077490774908,0.8157894736842105,0.7950858977329069,0.821917808219178,0.7977207977207977,0.5901167540913453,0.5890603816873501
ames,Morgan,LogisticRegression,5,1,0.8431417495993141,0.8413097580955905,0.7685631629701061,0.7656826568265682,0.7717171717171717,0.7686939926648894,0.7859848484848485,0.7757009345794392,0.5369377193986632,0.5367416303388814
ames,Morgan,LogisticRegression,5,2,0.8616981624361698,0.8730698328504645,0.789778206364513,0.7988929889298892,0.7797979797979798,0.7892877414747409,0.7988929889298892,0.7988929889298892,0.5786909687278691,0.5786909687278691
ames,Morgan,LogisticRegression,5,3,0.8649943230201533,0.879709869137034,0.7895752895752896,0.7601476014760148,0.8218623481781376,0.7904028673474411,0.824,0.7907869481765835,0.5817362537565657,0.5798270550238879
ames,Morgan,LogisticRegression,5,4,0.8707516022528645,0.8799550260490141,0.7876447876447876,0.7859778597785978,0.7894736842105263,0.7877238327404561,0.8037735849056604,0.7947761194029851,0.5749878717156883,0.5748332313569819
ames,Morgan,LogisticRegression,5,5,0.8478046521355902,0.8643497915229755,0.7731660231660231,0.7638376383763837,0.7834008097165992,0.7735573827429184,0.7946257197696737,0.7789275634995296,0.5466599334819884,0.5462102798860773
ames,Morgan,RandomForest,1,1,0.8710835290171084,0.8794877244906684,0.7907425265188043,0.7361623616236163,0.8505050505050505,0.7912710070213688,0.8435517970401691,0.7862068965517242,0.5883341872097884,0.5831429931662786
ames,Morgan,RandomForest,1,2,0.8729676842222969,0.8866890676487791,0.7868852459016393,0.7453874538745388,0.8323232323232324,0.7876568383135135,0.8295687885010267,0.7852283770651117,0.5781849971858765,0.5749408808064322
ames,Morgan,RandomForest,1,3,0.8646693906210317,0.882945834011682,0.7915057915057915,0.7435424354243543,0.8441295546558705,0.7922412163492262,0.8395833333333333,0.7886497064579256,0.5886268859117229,0.5844240740465614
ames,Morgan,RandomForest,1,4,0.8543854669315925,0.8573766954436163,0.7596525096525096,0.7214022140221402,0.8016194331983806,0.7604538341756749,0.7995910020449898,0.7584869059165859,0.523280666345055,0.5205486580923351
ames,Morgan,RandomForest,1,5,0.8667030192569132,0.876686037441785,0.7808880308880309,0.7232472324723247,0.8441295546558705,0.781354186174845,0.835820895522388,0.7754698318496538,0.569320380086345,0.5636883116883118
ames,Morgan,RandomForest,2,1,0.8775187297327518,0.8853391627125491,0.789778206364513,0.7398523985239852,0.8444444444444444,0.7904202980961942,0.8389121338912134,0.7862745098039216,0.5854852119723223,0.5810396079972127
ames,Morgan,RandomForest,2,2,0.8774255469827426,0.8862481692082465,0.7994214079074252,0.7435424354243543,0.8606060606060606,0.7999357013185433,0.8538135593220338,0.7948717948717948,0.6059694339135969,0.6004667790393983
ames,Morgan,RandomForest,2,3,0.8499858075503832,0.8678360739530414,0.7625482625482626,0.7011070110701108,0.8299595141700404,0.7628174318203264,0.8189655172413793,0.7554671968190855,0.5334024921016514,0.52737927453453
ames,Morgan,RandomForest,2,4,0.8556385108385496,0.8703759089459504,0.7760617760617761,0.7361623616236163,0.819838056680162,0.7768744557227919,0.8176229508196722,0.7747572815533981,0.5563371300513011,0.5533221331826764
ames,Morgan,RandomForest,2,5,0.8759299789354169,0.8787447895227845,0.8001930501930502,0.7675276752767528,0.8360323886639676,0.8010480608099152,0.8370221327967807,0.8007699711260827,0.6034079623202644,0.601135298406416
ames,Morgan,RandomForest,3,1,0.8681464087368146,0.8820220728114159,0.793635486981678,0.7472324723247232,0.8444444444444444,0.794352761663922,0.8402489626556017,0.791015625,0.5925388884166377,0.5885836114200964
ames,Morgan,RandomForest,3,2,0.8453352715345336,0.8499829655852851,0.7531340405014465,0.6715867158671587,0.8424242424242424,0.7521708119413941,0.8235294117647058,0.7398373983739838,0.5191645178714234,0.5095477386934674
ames,Morgan,RandomForest,3,3,0.8572388962756023,0.8696859182936731,0.7866795366795367,0.7435424354243543,0.8340080971659919,0.7874772452143828,0.8309278350515464,0.7848101265822784,0.5781046167648918,0.5746146643083281
ames,Morgan,RandomForest,3,4,0.8721615100766391,0.8879574957226881,0.7972972972972973,0.7601476014760148,0.8380566801619433,0.7981521003706329,0.8373983739837398,0.7969052224371374,0.5983160232568093,0.5955351963948421
ames,Morgan,RandomForest,3,5,0.8906471757025263,0.8970372953668022,0.7992277992277992,0.7398523985239852,0.8643724696356275,0.7996924689391663,0.8568376068376068,0.7940594059405941,0.606407576768369,0.6002433920541399
ames,Morgan,RandomForest,4,1,0.8829363748182937,0.8898463554085327,0.8032786885245902,0.7380073800738007,0.8747474747474747,0.8034737656355414,0.8658008658008658,0.796812749003984,0.615792072214734,0.6084909501425029
ames,Morgan,RandomForest,4,2,0.8776752767527676,0.8810952237853282,0.7984570877531341,0.7509225092250923,0.8505050505050505,0.7991641800242716,0.8461538461538461,0.7956989247311828,0.6023870598647705,0.598231151531105
ames,Morgan,RandomForest,4,3,0.8487607750571432,0.867759371818109,0.775096525096525,0.7195571955719557,0.8360323886639676,0.7756114497571369,0.8280254777070064,0.769990128331688,0.5572916494714154,0.5520760654958954
ames,Morgan,RandomForest,4,4,0.860641349328473,0.8707250403024404,0.7760617760617761,0.7343173431734318,0.8218623481781376,0.7768576291499286,0.8189300411522634,0.77431906614786,0.5566455802148512,0.5534018105332006
ames,Morgan,RandomForest,4,5,0.8619765600490013,0.8747952789606985,0.7722007722007722,0.7195571955719557,0.8299595141700404,0.7727893247544618,0.8227848101265823,0.7677165354330708,0.550917657407872,0.5461875417625659
ames,Morgan,RandomForest,5,1,0.8522438406202244,0.8653531979091144,0.7801350048216008,0.7306273062730627,0.8343434343434344,0.7807650709022269,0.8284518828451883,0.7764705882352941,0.5661198033306545,0.5618212413915802
ames,Morgan,RandomForest,5,2,0.8688732341868872,0.8654338697274978,0.7926711668273867,0.7361623616236163,0.8545454545454545,0.7931482836978899,0.8471337579617835,0.7877591312931885,0.5925926915244982,0.5870568994864025
ames,Morgan,RandomForest,5,3,0.8685760491208151,0.8796260882422001,0.7799227799227799,0.7121771217712177,0.854251012145749,0.7799859146805851,0.8427947598253275,0.772,0.569654163237226,0.5621951038685666
ames,Morgan,RandomForest,5,4,0.8715060429956526,0.8776863550990651,0.7915057915057915,0.7453874538745388,0.8421052631578947,0.7922718586442482,0.8381742738589212,0.7890625,0.5882842257972931,0.5843499710239684
ames,Morgan,RandomForest,5,5,0.8660158059070471,0.8897851903353452,0.775096525096525,0.7324723247232472,0.8218623481781376,0.7758810635481106,0.8185567010309278,0.7731256085686465,0.5548664844959116,0.5515168180264273
ames,Morgan,LightGBM,1,1,0.8750009318275,0.8715030911560457,0.8032786885245902,0.7933579335793358,0.8141414141414142,0.8036824932550108,0.8237547892720306,0.8082706766917294,0.6068888977112189,0.6064369697871708
ames,Morgan,LightGBM,1,2,0.8867195944686719,0.8995226236178573,0.8206364513018322,0.8247232472324724,0.8161616161616162,0.82043126363353,0.8308550185873605,0.8277777777777777,0.6406795273349176,0.6406603970430428
ames,Morgan,LightGBM,1,3,0.870378116736633,0.8876924564436303,0.8040540540540541,0.8025830258302583,0.805668016194332,0.804124041583081,0.8192090395480226,0.8108108108108109,0.6077892714439544,0.6076518961837529
ames,Morgan,LightGBM,1,4,0.8614835591675756,0.8592978334740545,0.7799227799227799,0.7785977859778598,0.7813765182186235,0.7799859146805852,0.7962264150943397,0.7873134328358209,0.5595231027679625,0.5593726215881449
ames,Morgan,LightGBM,1,5,0.8720625364148379,0.877396404019955,0.7953667953667953,0.7804428044280443,0.8117408906882592,0.7959380234651838,0.8197674418604651,0.7996219281663516,0.5915521548090247,0.5908067905742775
ames,Morgan,LightGBM,2,1,0.8866320026836632,0.8953321198216856,0.8013500482160077,0.7988929889298892,0.804040404040404,0.8014625640691112,0.8169811320754717,0.8078358208955224,0.6024620092213703,0.6023003142546506
ames,Morgan,LightGBM,2,2,0.8911998210891199,0.899896746630042,0.8235294117647058,0.8136531365313653,0.8343434343434344,0.8239333421447919,0.8432122370936902,0.828169014084507,0.6473550592010534,0.6469199383038775
ames,Morgan,LightGBM,2,3,0.8584172430793134,0.8690361655188723,0.7866795366795367,0.7730627306273062,0.8016194331983806,0.7872116030345675,0.8104448742746615,0.7913125590179415,0.5740660789884123,0.5733972304619375
ames,Morgan,LightGBM,2,4,0.8696815662488608,0.8775383141815999,0.8011583011583011,0.8099630996309963,0.791497975708502,0.8006773093803253,0.8099630996309963,0.8099630996309963,0.6014610753394983,0.6014610753394984
ames,Morgan,LightGBM,2,5,0.8738440623272629,0.8784928269931407,0.8040540540540541,0.8191881918819188,0.7874493927125507,0.8031620286185779,0.8087431693989071,0.8139321723189734,0.6070742034444523,0.6070184617684431
ames,Morgan,LightGBM,3,1,0.8758954862275895,0.8851716629544067,0.8013500482160077,0.8062730627306273,0.795959595959596,0.8010997323955215,0.8122676579925651,0.8092592592592592,0.6020397065893037,0.6020217300584236
ames,Morgan,LightGBM,3,2,0.8509896008050991,0.857114461604851,0.781099324975892,0.7509225092250923,0.8141414141414142,0.781893287841209,0.8156312625250501,0.781940441882805,0.5648828799282369,0.56294362617225
ames,Morgan,LightGBM,3,3,0.875601311681133,0.8900048940530816,0.8040540540540541,0.8321033210332104,0.7732793522267206,0.8021523029165122,0.8010657193605684,0.816289592760181,0.6070274587512078,0.6065243747287123
ames,Morgan,LightGBM,3,4,0.8789421396238254,0.8855958484971086,0.8127413127413128,0.8191881918819188,0.805668016194332,0.8123999787317374,0.8222222222222222,0.8207024029574861,0.6247488833515935,0.624744208277943
ames,Morgan,LightGBM,3,5,0.8956444119097061,0.9032342602039556,0.8291505791505791,0.8228782287822878,0.8360323886639676,0.8294292321762182,0.8462998102466793,0.8344246959775491,0.658302379087486,0.6580258701717219
ames,Morgan,LightGBM,4,1,0.8844850721234485,0.8938692168969339,0.8177434908389586,0.8154981549815498,0.8202020202020202,0.8178467057993737,0.832391713747646,0.8238583410997204,0.6352315424805965,0.6350882615244546
ames,Morgan,LightGBM,4,2,0.8758638040925864,0.880624446640969,0.8042430086788814,0.8062730627306273,0.802020202020202,0.8041438208770025,0.8168224299065421,0.8115134633240483,0.6079760913323754,0.6079205228446534
ames,Morgan,LightGBM,4,3,0.8572762448272255,0.8756489532181523,0.7895752895752896,0.7878228782287823,0.791497975708502,0.7896582889674032,0.8056603773584906,0.7966417910447762,0.5788540639526197,0.5786983837991913
ames,Morgan,LightGBM,4,4,0.866015805907047,0.8775756338331265,0.7924710424710425,0.7822878228782287,0.8036437246963563,0.7928938767341208,0.8138195777351248,0.7977422389463782,0.5853121284484331,0.5848306815979005
ames,Morgan,LightGBM,4,5,0.8681540104874734,0.8800774842169082,0.7866795366795367,0.7693726937269373,0.805668016194332,0.7873112293553745,0.8128654970760234,0.790521327014218,0.574449931956861,0.5735497906453488
ames,Morgan,LightGBM,5,1,0.8598214618509821,0.8650519176690282,0.7907425265188043,0.7878228782287823,0.793939393939394,0.7908752230741259,0.8071833648393195,0.7973856209150327,0.5812836452380375,0.5811005768897841
ames,Morgan,LightGBM,5,2,0.8668642140966862,0.8807675479185775,0.7868852459016393,0.8136531365313653,0.7575757575757576,0.7851139352422936,0.786096256684492,0.7996373526745241,0.5725685674879067,0.5721811430928883
ames,Morgan,LightGBM,5,3,0.8769701360981221,0.893544973532838,0.8040540540540541,0.7841328413284133,0.8259109311740891,0.8047508217738794,0.8317025440313112,0.8072174738841406,0.6094442922885479,0.6083533215142352
ames,Morgan,LightGBM,5,4,0.8817451484231442,0.892601052499027,0.7982625482625483,0.8044280442804428,0.791497975708502,0.7979368199620316,0.8089053803339518,0.8066604995374653,0.5957758422042843,0.5957658128593831
ames,Morgan,LightGBM,5,5,0.8606002659216876,0.8720470565329321,0.7866795366795367,0.7749077490774908,0.7995951417004049,0.7871546680471113,0.8092485549132948,0.7917059377945335,0.5738869981293011,0.5733209094297429
ames,Morgan,XGBoost,1,1,0.8802638935480264,0.8868451145921483,0.8081002892960463,0.7859778597785978,0.8323232323232324,0.8088186649586042,0.8369351669941061,0.8106565176022835,0.6177694161058674,0.6165190260364113
ames,Morgan,XGBoost,1,2,0.8917272354541728,0.904908567381238,0.8061716489874639,0.8062730627306273,0.806060606060606,0.8061668273967805,0.8198874296435272,0.8130232558139535,0.6119437584107941,0.6118513304394948
ames,Morgan,XGBoost,1,3,0.8774481975588986,0.8930789548542285,0.806949806949807,0.8062730627306273,0.8076923076923077,0.8069823732071507,0.8214285714285714,0.813780260707635,0.613530150002166,0.6134155260683314
ames,Morgan,XGBoost,1,4,0.8712819516859136,0.8750196316811402,0.7972972972972973,0.7933579335793358,0.8016194331983806,0.7974779853007264,0.8143939393939394,0.8037383177570093,0.5944491981825661,0.5942316587338297
ames,Morgan,XGBoost,1,5,0.8796162809806236,0.8858037067949462,0.8011583011583011,0.7785977859778598,0.8259109311740891,0.8019054946981335,0.8307086614173228,0.8038095238095239,0.6039720874619434,0.6026719887996902
ames,Morgan,XGBoost,2,1,0.8930448395393045,0.9033162665643292,0.8216007714561234,0.8099630996309963,0.8343434343434344,0.8220628894662372,0.8426103646833013,0.825964252116651,0.6436519152304773,0.6431235548313048
ames,Morgan,XGBoost,2,2,0.8983171195348316,0.9091825652516432,0.8244937319189971,0.8099630996309963,0.8404040404040404,0.8250431876623608,0.8474903474903475,0.8283018867924529,0.6496991135895077,0.6490028044961206
ames,Morgan,XGBoost,2,3,0.8714855012922599,0.8832836256472345,0.7953667953667953,0.7749077490774908,0.8178137651821862,0.7960717454739338,0.8235294117647058,0.7984790874524715,0.5921556111140396,0.5910262330736343
ames,Morgan,XGBoost,2,4,0.8711979174447616,0.8812600129705654,0.7963320463320464,0.7988929889298892,0.7935222672064778,0.7962030996115282,0.8093457943925234,0.8040854224698236,0.5920980051873949,0.5920437749145254
ames,Morgan,XGBoost,2,5,0.884443581277918,0.8919823464191503,0.8194980694980695,0.8154981549815498,0.8238866396761133,0.819681666605896,0.8355387523629489,0.8253968253968254,0.6388422139052351,0.6386406028501082
ames,Morgan,XGBoost,3,1,0.8843005702784301,0.8944439604388659,0.8119575699132112,0.8173431734317343,0.806060606060606,0.8116822862030949,0.8218923933209648,0.8196114708603145,0.623250477195791,0.623240007378135
ames,Morgan,XGBoost,3,2,0.8576186216407619,0.8645471227556758,0.7830279652844745,0.7435424354243543,0.8262626262626263,0.783812047260972,0.8241308793456033,0.7817652764306499,0.5701430527550222,0.5671720422727247
ames,Morgan,XGBoost,3,3,0.8832558973363014,0.8975622544144485,0.7992277992277992,0.8173431734317343,0.7793522267206477,0.7981216838358314,0.802536231884058,0.8098720292504571,0.5973427376067211,0.5972307370246871
ames,Morgan,XGBoost,3,4,0.8879151291512914,0.8994597148793657,0.8127413127413128,0.8191881918819188,0.805668016194332,0.8123999787317374,0.8222222222222222,0.8207024029574861,0.6247488833515935,0.624744208277943
ames,Morgan,XGBoost,3,5,0.901112239867338,0.9072332899427744,0.8262548262548263,0.8044280442804428,0.8502024291497976,0.8269985957203636,0.8549019607843137,0.8288973384030418,0.6540054624677025,0.6527581224210103
