dataset,Descriptor,Model,Repeat,Fold,ROC_AUC,PR_AUC,Accuracy,Sensitivity,Specificity,GMean,Precision,F1,MCC,Kappa
herg,Mordred,LogisticRegression,5,5,0.8432108027006752,0.7456009262598027,0.780952380952381,0.7674418604651163,0.7903225806451613,0.7787981970047918,0.717391304347826,0.7415730337078652,0.5528101066153221,0.5518649100018556
herg,Mordred,RandomForest,1,1,0.8801965230536659,0.8170455450809198,0.8095238095238095,0.7619047619047619,0.8412698412698413,0.8006044579630788,0.7619047619047619,0.7619047619047619,0.6031746031746031,0.6031746031746031
herg,Mordred,RandomForest,1,2,0.9236583522297808,0.8994100467095865,0.8666666666666667,0.8809523809523809,0.8571428571428571,0.8689660757568884,0.8043478260869565,0.8409090909090909,0.7287899946491192,0.7265625
herg,Mordred,RandomForest,1,3,0.9197299324831206,0.8919911021956272,0.8285714285714286,0.8372093023255814,0.8225806451612904,0.8298627404830334,0.7659574468085106,0.8,0.6524884691383827,0.6505177514792899
herg,Mordred,RandomForest,1,4,0.9658664666166542,0.9543905757345534,0.8761904761904762,0.9069767441860463,0.8548387096774194,0.8805219075681348,0.8125,0.8571428571428571,0.7520068634391659,0.7484798231066887
herg,Mordred,RandomForest,1,5,0.9223555888972242,0.9190969791586394,0.8857142857142857,0.7906976744186046,0.9516129032258064,0.867431904835983,0.918918918918919,0.85,0.7641179524742484,0.7585281717133001
herg,Mordred,RandomForest,2,1,0.934618291761149,0.9059492836255718,0.8571428571428571,0.8333333333333334,0.873015873015873,0.8529438595319316,0.813953488372093,0.8235294117647058,0.703694746729108,0.7035573122529644
herg,Mordred,RandomForest,2,2,0.9104308390022676,0.8566665711560086,0.8476190476190476,0.8333333333333334,0.8571428571428571,0.8451542547285166,0.7954545454545454,0.813953488372093,0.6855708946307658,0.6850393700787402
herg,Mordred,RandomForest,2,3,0.8998499624906227,0.8955246376991891,0.8380952380952381,0.813953488372093,0.8548387096774194,0.8341456406032668,0.7954545454545454,0.8045977011494253,0.6665458286568198,0.6664174920575594
herg,Mordred,RandomForest,2,4,0.8998499624906227,0.8586765681978705,0.8571428571428571,0.8604651162790697,0.8548387096774194,0.8576472991401713,0.8043478260869565,0.8314606741573034,0.7089501501784932,0.7077379847838189
herg,Mordred,RandomForest,2,5,0.9452363090772692,0.91234218249317,0.8666666666666667,0.813953488372093,0.9032258064516128,0.8574285952480166,0.8536585365853658,0.8333333333333334,0.7228961304610547,0.7223271628258405
herg,Mordred,RandomForest,3,1,0.9285714285714284,0.888379465247974,0.8761904761904762,0.8809523809523809,0.873015873015873,0.8769751489880171,0.8222222222222222,0.8505747126436781,0.7463904912524668,0.7450980392156863
herg,Mordred,RandomForest,3,2,0.9074074074074072,0.8816485001268698,0.819047619047619,0.7619047619047619,0.8571428571428571,0.8081220356417685,0.7804878048780488,0.7710843373493976,0.6216372952367549,0.6215139442231076
herg,Mordred,RandomForest,3,3,0.8960990247561891,0.86839232895607,0.7904761904761904,0.8372093023255814,0.7580645161290323,0.7966546708996104,0.7058823529411765,0.7659574468085106,0.585686058396932,0.5787746170678336
herg,Mordred,RandomForest,3,4,0.9384846211552887,0.9305327741017344,0.8857142857142857,0.8604651162790697,0.9032258064516128,0.8815862400098152,0.8604651162790697,0.8604651162790697,0.7636909227306826,0.7636909227306826
herg,Mordred,RandomForest,3,5,0.9452363090772692,0.9311092535882524,0.9047619047619048,0.8604651162790697,0.935483870967742,0.8971907477284038,0.902439024390244,0.8809523809523809,0.8022937180116936,0.8016622591613147
herg,Mordred,RandomForest,4,1,0.9648526077097506,0.9542374341797116,0.923809523809524,0.9047619047619048,0.9365079365079364,0.9204980741205064,0.9047619047619048,0.9047619047619048,0.8412698412698413,0.8412698412698413
herg,Mordred,RandomForest,4,2,0.9119425547996975,0.9086676278582858,0.8571428571428571,0.8333333333333334,0.873015873015873,0.8529438595319316,0.813953488372093,0.8235294117647058,0.703694746729108,0.7035573122529644
herg,Mordred,RandomForest,4,3,0.9463615903975996,0.9230927984906918,0.8666666666666667,0.8604651162790697,0.8709677419354839,0.8657005021021039,0.8222222222222222,0.8409090909090909,0.7268129499851159,0.7262569832402235
herg,Mordred,RandomForest,4,4,0.9242310577644413,0.8801994570476961,0.8095238095238095,0.813953488372093,0.8064516129032258,0.8101938678648966,0.7446808510638298,0.7777777777777778,0.6135394701278482,0.6116863905325444
herg,Mordred,RandomForest,4,5,0.8844711177794448,0.8587212875651284,0.8380952380952381,0.8372093023255814,0.8387096774193549,0.8379591540677693,0.782608695652174,0.8089887640449438,0.6699151392877004,0.6687697160883281
herg,Mordred,RandomForest,5,1,0.9130763416477702,0.8944271431078249,0.8476190476190476,0.8333333333333334,0.8571428571428571,0.8451542547285166,0.7954545454545454,0.813953488372093,0.6855708946307658,0.6850393700787402
herg,Mordred,RandomForest,5,2,0.9293272864701436,0.9083824191429228,0.8952380952380953,0.9285714285714286,0.873015873015873,0.900365257199478,0.8297872340425532,0.8764044943820225,0.7897376131834507,0.7859922178988327
herg,Mordred,RandomForest,5,3,0.9467366841710428,0.92153932443627,0.8666666666666667,0.7441860465116279,0.9516129032258064,0.8415325568634082,0.9142857142857144,0.8205128205128205,0.7258231222558291,0.7162162162162162
herg,Mordred,RandomForest,5,4,0.9028507126781696,0.888008119125666,0.7904761904761904,0.7441860465116279,0.8225806451612904,0.7824020949994733,0.7441860465116279,0.7441860465116279,0.5667666916729183,0.5667666916729182
herg,Mordred,RandomForest,5,5,0.9336084021005252,0.8860692070095175,0.9047619047619048,0.9069767441860463,0.9032258064516128,0.9050993322284024,0.8666666666666667,0.8863636363636364,0.8050851138296669,0.8044692737430168
herg,Mordred,LightGBM,1,1,0.9017384731670446,0.8209147646821999,0.8476190476190476,0.8095238095238095,0.873015873015873,0.8406706461501816,0.8095238095238095,0.8095238095238095,0.6825396825396826,0.6825396825396826
herg,Mordred,LightGBM,1,2,0.9297052154195012,0.9090094663277972,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8,0.8275862068965517,0.7071067811865475,0.7058823529411764
herg,Mordred,LightGBM,1,3,0.9163540885221304,0.8883963109385115,0.8476190476190476,0.7906976744186046,0.8870967741935484,0.8375114066919237,0.8292682926829268,0.8095238095238095,0.6831973366857353,0.6826596146581034
herg,Mordred,LightGBM,1,4,0.9482370592648162,0.9273953009359908,0.8476190476190476,0.8604651162790697,0.8387096774193549,0.8495177573806367,0.7872340425531915,0.8222222222222222,0.691437468148917,0.6893491124260356
herg,Mordred,LightGBM,1,5,0.9407351837959488,0.9410739258314954,0.8952380952380953,0.813953488372093,0.9516129032258064,0.8800958141932844,0.9210526315789472,0.8641975308641975,0.7834002981873598,0.7794538858124881
herg,Mordred,LightGBM,2,1,0.9410430839002268,0.9297436538707916,0.8761904761904762,0.8333333333333334,0.9047619047619048,0.8683134537528795,0.8536585365853658,0.8433734939759037,0.7411829289361308,0.7410358565737052
herg,Mordred,LightGBM,2,2,0.9278155706727136,0.8792923747079509,0.8666666666666667,0.8333333333333334,0.8888888888888888,0.8606629658238704,0.8333333333333334,0.8333333333333334,0.7222222222222222,0.7222222222222222
herg,Mordred,LightGBM,2,3,0.900225056264066,0.9032612642663032,0.8476190476190476,0.8372093023255814,0.8548387096774194,0.845978084662914,0.8,0.8181818181818182,0.6876768680628405,0.6871508379888268
herg,Mordred,LightGBM,2,4,0.90847711927982,0.8681609068858975,0.8571428571428571,0.8604651162790697,0.8548387096774194,0.8576472991401713,0.8043478260869565,0.8314606741573034,0.7089501501784932,0.7077379847838189
herg,Mordred,LightGBM,2,5,0.9358589647411852,0.9012960621437772,0.8666666666666667,0.7906976744186046,0.9193548387096774,0.8526029163293034,0.8717948717948718,0.8292682926829268,0.7226304705387021,0.7203196347031964
herg,Mordred,LightGBM,3,1,0.9474678760393046,0.9051952304036932,0.8761904761904762,0.8571428571428571,0.8888888888888888,0.8728715609439694,0.8372093023255814,0.8470588235294118,0.7432281594666984,0.7430830039525691
herg,Mordred,LightGBM,3,2,0.9028722600151172,0.8728726865519221,0.8380952380952381,0.7857142857142857,0.873015873015873,0.828215577663147,0.8048780487804879,0.7951807228915663,0.6614858398032135,0.6613545816733069
herg,Mordred,LightGBM,3,3,0.8942235558889722,0.8697455319750774,0.8,0.8372093023255814,0.7741935483870968,0.8050851138296669,0.72,0.7741935483870968,0.6019926446731767,0.596523330283623
herg,Mordred,LightGBM,3,4,0.945986496624156,0.9244973110896746,0.8857142857142857,0.8372093023255814,0.9193548387096774,0.8773211630331144,0.8780487804878049,0.8571428571428571,0.7625949242363742,0.7619947109935776
herg,Mordred,LightGBM,3,5,0.9426106526631658,0.9314126512107148,0.8761904761904762,0.7906976744186046,0.935483870967742,0.8600493713911472,0.8947368421052632,0.8395061728395061,0.7430979800542521,0.7393545923238496
herg,Mordred,LightGBM,4,1,0.961451247165533,0.9549181391633637,0.923809523809524,0.9047619047619048,0.9365079365079364,0.9204980741205064,0.9047619047619048,0.9047619047619048,0.8412698412698413,0.8412698412698413
herg,Mordred,LightGBM,4,2,0.9402872260015116,0.9381567996656752,0.8952380952380953,0.8333333333333334,0.9365079365079364,0.8834156894821829,0.8974358974358975,0.8641975308641975,0.7805340218295159,0.7791164658634538
herg,Mordred,LightGBM,4,3,0.9534883720930232,0.9351606268616754,0.8857142857142857,0.8604651162790697,0.9032258064516128,0.8815862400098152,0.8604651162790697,0.8604651162790697,0.7636909227306826,0.7636909227306826
herg,Mordred,LightGBM,4,4,0.9268567141785446,0.8645686335207231,0.8476190476190476,0.7906976744186046,0.8870967741935484,0.8375114066919237,0.8292682926829268,0.8095238095238095,0.6831973366857353,0.6826596146581034
herg,Mordred,LightGBM,4,5,0.8657164291072768,0.8571607912114949,0.8095238095238095,0.8604651162790697,0.7741935483870968,0.8161902606839957,0.7254901960784313,0.7872340425531915,0.624436553754007,0.6170678336980306
herg,Mordred,LightGBM,5,1,0.9111866969009826,0.8882218984902411,0.819047619047619,0.7857142857142857,0.8412698412698413,0.8130176704268511,0.7674418604651163,0.7764705882352941,0.6246279212539274,0.6245059288537549
herg,Mordred,LightGBM,5,2,0.9032501889644746,0.8800442685250853,0.8476190476190476,0.8333333333333334,0.8571428571428571,0.8451542547285166,0.7954545454545454,0.813953488372093,0.6855708946307658,0.6850393700787402
herg,Mordred,LightGBM,5,3,0.9722430607651912,0.9604949015407104,0.8952380952380953,0.7906976744186046,0.967741935483871,0.8747521350785353,0.9444444444444444,0.8607594936708861,0.7857335237722465,0.7778418926716676
herg,Mordred,LightGBM,5,4,0.8975993998499624,0.882581379623661,0.8571428571428571,0.813953488372093,0.8870967741935484,0.849738497349902,0.8333333333333334,0.8235294117647058,0.703694746729108,0.7035573122529644
herg,Mordred,LightGBM,5,5,0.9066016504126032,0.7962102763310449,0.8761904761904762,0.9069767441860463,0.8548387096774194,0.8805219075681348,0.8125,0.8571428571428571,0.7520068634391659,0.7484798231066887
herg,Mordred,XGBoost,1,1,0.9145880574452004,0.842887819333486,0.8380952380952381,0.7619047619047619,0.8888888888888888,0.8229511997978235,0.8205128205128205,0.7901234567901234,0.659832884433199,0.6586345381526104
herg,Mordred,XGBoost,1,2,0.927437641723356,0.8966427141905805,0.8571428571428571,0.8809523809523809,0.8412698412698413,0.860882494705345,0.7872340425531915,0.8314606741573034,0.7115457702940001,0.7081712062256809
herg,Mordred,XGBoost,1,3,0.9129782445611404,0.8856813517986213,0.8666666666666667,0.8604651162790697,0.8709677419354839,0.8657005021021039,0.8222222222222222,0.8409090909090909,0.7268129499851159,0.7262569832402235
herg,Mordred,XGBoost,1,4,0.9392348087021756,0.9099466491107993,0.8761904761904762,0.9069767441860463,0.8548387096774194,0.8805219075681348,0.8125,0.8571428571428571,0.7520068634391659,0.7484798231066887
herg,Mordred,XGBoost,1,5,0.935483870967742,0.9350153088485076,0.8666666666666667,0.7209302325581395,0.967741935483871,0.8352690695845568,0.9393939393939394,0.8157894736842105,0.7294900727318233,0.7141190198366394
herg,Mordred,XGBoost,2,1,0.9202569916855632,0.8988919579147566,0.8666666666666667,0.8095238095238095,0.9047619047619048,0.8558190836005443,0.85,0.8292682926829268,0.7205766921228921,0.72
herg,Mordred,XGBoost,2,2,0.9406651549508692,0.8953162916289105,0.8857142857142857,0.8809523809523809,0.8888888888888888,0.8849117374454828,0.8409090909090909,0.8604651162790697,0.7643721468871757,0.7637795275590551
herg,Mordred,XGBoost,2,3,0.8923480870217555,0.8809556273801642,0.8666666666666667,0.8372093023255814,0.8870967741935484,0.8617921277302633,0.8372093023255814,0.8372093023255814,0.7243060765191298,0.7243060765191298
herg,Mordred,XGBoost,2,4,0.9231057764441112,0.8798143121408866,0.8571428571428571,0.8604651162790697,0.8548387096774194,0.8576472991401713,0.8043478260869565,0.8314606741573034,0.7089501501784932,0.7077379847838189
herg,Mordred,XGBoost,2,5,0.9219804951237808,0.8890066852259119,0.8571428571428571,0.7906976744186046,0.9032258064516128,0.8450908499304433,0.85,0.8192771084337349,0.7026757758766191,0.7014218009478673
herg,Mordred,XGBoost,3,1,0.9493575207860924,0.9219737905153864,0.8857142857142857,0.9047619047619048,0.873015873015873,0.8887471542329789,0.8260869565217391,0.8636363636363636,0.7679722524259536,0.765625
herg,Mordred,XGBoost,3,2,0.8941798941798942,0.8554870626571047,0.8380952380952381,0.7619047619047619,0.8888888888888888,0.8229511997978235,0.8205128205128205,0.7901234567901234,0.659832884433199,0.6586345381526104
herg,Mordred,XGBoost,3,3,0.903225806451613,0.8787592487421332,0.8095238095238095,0.813953488372093,0.8064516129032258,0.8101938678648966,0.7446808510638298,0.7777777777777778,0.6135394701278482,0.6116863905325444
herg,Mordred,XGBoost,3,4,0.9497374343585896,0.9334891061820172,0.9142857142857144,0.8837209302325582,0.935483870967742,0.9092341154340654,0.9047619047619048,0.8941176470588236,0.8222949849418791,0.8221343873517787
herg,Mordred,XGBoost,3,5,0.9373593398349588,0.9169003213711128,0.8666666666666667,0.813953488372093,0.9032258064516128,0.8574285952480166,0.8536585365853658,0.8333333333333334,0.7228961304610547,0.7223271628258405
herg,Mordred,XGBoost,4,1,0.9591836734693876,0.9530404074200316,0.9142857142857144,0.8571428571428571,0.9523809523809524,0.9035079029052512,0.9230769230769232,0.8888888888888888,0.8207677342949549,0.8192771084337349
herg,Mordred,XGBoost,4,2,0.9244142101284958,0.9112615898524602,0.8952380952380953,0.8571428571428571,0.9206349206349206,0.8883218145798871,0.8780487804878049,0.8674698795180723,0.7810314735025895,0.7808764940239044
herg,Mordred,XGBoost,4,3,0.9351087771942986,0.9246363558706944,0.8571428571428571,0.8372093023255814,0.8709677419354839,0.8539217151319514,0.8181818181818182,0.8275862068965517,0.7057983872709341,0.7056624929919642
herg,Mordred,XGBoost,4,4,0.9159789947486872,0.8522108197165361,0.8761904761904762,0.8604651162790697,0.8870967741935484,0.8736794772439371,0.8409090909090909,0.8505747126436781,0.7450509458850486,0.7449074939263689
herg,Mordred,XGBoost,4,5,0.8649662415603901,0.8279825154681295,0.819047619047619,0.8372093023255814,0.8064516129032258,0.821686553497165,0.75,0.7912087912087912,0.635373598060861,0.6323935876174682
herg,Mordred,XGBoost,5,1,0.9149659863945578,0.8957252453341333,0.8571428571428571,0.8333333333333334,0.873015873015873,0.8529438595319316,0.813953488372093,0.8235294117647058,0.703694746729108,0.7035573122529644
herg,Mordred,XGBoost,5,2,0.9077853363567648,0.8836737116198488,0.8476190476190476,0.8095238095238095,0.873015873015873,0.8406706461501816,0.8095238095238095,0.8095238095238095,0.6825396825396826,0.6825396825396826
herg,Mordred,XGBoost,5,3,0.9602400600150036,0.945107597935924,0.8857142857142857,0.813953488372093,0.935483870967742,0.8726055008364447,0.8974358974358975,0.8536585365853658,0.7627129847524177,0.7602739726027397
herg,Mordred,XGBoost,5,4,0.90960240060015,0.8994855698077416,0.8476190476190476,0.7674418604651163,0.9032258064516128,0.8325702933226304,0.8461538461538461,0.8048780487804879,0.6825479563249864,0.680365296803653
herg,Mordred,XGBoost,5,5,0.891972993248312,0.771394385352353,0.8666666666666667,0.8604651162790697,0.8709677419354839,0.8657005021021039,0.8222222222222222,0.8409090909090909,0.7268129499851159,0.7262569832402235
herg,Morgan,vNN,1,1,0.8353338334583646,0.9096549748229908,0.8476190476190476,0.7674418604651163,0.9032258064516128,0.8325702933226304,0.8461538461538461,0.8048780487804879,0.6825479563249864,0.680365296803653
herg,Morgan,vNN,1,2,0.8192048012003001,0.8885831953259902,0.8285714285714286,0.7674418604651163,0.8709677419354839,0.8175677979691158,0.8048780487804879,0.7857142857142857,0.6434985429104159,0.6429920664903666
herg,Morgan,vNN,1,3,0.8908477119279821,0.9300756231245012,0.9047619047619048,0.813953488372093,0.967741935483871,0.8875229147639275,0.945945945945946,0.875,0.8046598347429681,0.7987734764277501
herg,Morgan,vNN,1,4,0.7777777777777778,0.8362439565661718,0.7904761904761904,0.7142857142857143,0.8412698412698413,0.7751819331476051,0.75,0.7317073170731707,0.560448538317805,0.5599999999999999
herg,Morgan,vNN,1,5,0.8492063492063492,0.8945153490888574,0.8571428571428571,0.8095238095238095,0.8888888888888888,0.8482786803738024,0.8292682926829268,0.8192771084337349,0.7013343843696722,0.7011952191235059
herg,Morgan,vNN,2,1,0.7878844711177795,0.8593152199000988,0.8,0.7209302325581395,0.8548387096774194,0.7850344385868953,0.775,0.7469879518072289,0.5830309816057353,0.5819905213270143
herg,Morgan,vNN,2,2,0.8630907726931734,0.9357593178772982,0.8761904761904762,0.7906976744186046,0.935483870967742,0.8600493713911472,0.8947368421052632,0.8395061728395061,0.7430979800542521,0.7393545923238495
herg,Morgan,vNN,2,3,0.8505251312828207,0.904595874653437,0.8571428571428571,0.813953488372093,0.8870967741935484,0.849738497349902,0.8333333333333334,0.8235294117647058,0.703694746729108,0.7035573122529644
herg,Morgan,vNN,2,4,0.8253968253968254,0.8713109935404664,0.8380952380952381,0.7619047619047619,0.8888888888888888,0.8229511997978235,0.8205128205128205,0.7901234567901234,0.659832884433199,0.6586345381526105
herg,Morgan,vNN,2,5,0.8611111111111112,0.8885758098600681,0.8761904761904762,0.7857142857142857,0.9365079365079364,0.857803977840563,0.8918918918918919,0.8354430379746836,0.740645602734551,0.7368421052631579
herg,Morgan,vNN,3,1,0.8863465866466618,0.9190257577217018,0.8952380952380953,0.8372093023255814,0.935483870967742,0.8849835020777153,0.9,0.8674698795180723,0.7824389720572084,0.7810426540284361
herg,Morgan,vNN,3,2,0.7959489872468117,0.8558191196881086,0.8095238095238095,0.7209302325581395,0.8709677419354839,0.7924058156930615,0.7948717948717948,0.7560975609756098,0.6023829278975551,0.6004566210045663
herg,Morgan,vNN,3,3,0.8272693173293324,0.8871302935060934,0.8380952380952381,0.7674418604651163,0.8870967741935484,0.8251031443399667,0.825,0.7951807228915663,0.6627941777863245,0.661611374407583
herg,Morgan,vNN,3,4,0.8015873015873016,0.8417194865810449,0.819047619047619,0.7142857142857143,0.8888888888888888,0.7968190728895957,0.8108108108108109,0.759493670886076,0.6185611627233614,0.6153846153846153
herg,Morgan,vNN,3,5,0.8373015873015872,0.900977356770046,0.8476190476190476,0.7857142857142857,0.8888888888888888,0.8357108940373449,0.825,0.8048780487804879,0.6805446536716203,0.6799999999999999
herg,Morgan,vNN,4,1,0.804013503375844,0.8709075686422774,0.819047619047619,0.7209302325581395,0.8870967741935484,0.7997092494906697,0.8157894736842105,0.7654320987654321,0.6221910256549291,0.6190567118579339
herg,Morgan,vNN,4,2,0.8201425356339085,0.8851312444872073,0.8380952380952381,0.7209302325581395,0.9193548387096774,0.8141195843820602,0.8611111111111112,0.7848101265822784,0.6633269659145522,0.65666474321985
herg,Morgan,vNN,4,3,0.8747186796699176,0.9194537243443373,0.8857142857142857,0.813953488372093,0.935483870967742,0.8726055008364447,0.8974358974358975,0.8536585365853658,0.7627129847524177,0.7602739726027397
herg,Morgan,vNN,4,4,0.7777777777777778,0.8415745472947704,0.780952380952381,0.7619047619047619,0.7936507936507936,0.777615791359739,0.7111111111111111,0.735632183908046,0.5499719409228703,0.5490196078431373
herg,Morgan,vNN,4,5,0.8253968253968254,0.9062455309591482,0.8476190476190476,0.7142857142857143,0.9365079365079364,0.8178840017770318,0.8823529411764706,0.7894736842105263,0.6813489552240218,0.6721311475409836
herg,Morgan,vNN,5,1,0.8282070517629407,0.9206145807622236,0.8476190476190476,0.7209302325581395,0.935483870967742,0.8212299340934686,0.8857142857142857,0.7948717948717948,0.6847387945809709,0.6756756756756757
herg,Morgan,vNN,5,2,0.8863465866466618,0.9207558925885112,0.8952380952380953,0.8372093023255814,0.935483870967742,0.8849835020777153,0.9,0.8674698795180723,0.7824389720572084,0.7810426540284361
herg,Morgan,vNN,5,3,0.8272693173293324,0.8540805704156947,0.8380952380952381,0.7674418604651163,0.8870967741935484,0.8251031443399667,0.825,0.7951807228915663,0.6627941777863245,0.661611374407583
herg,Morgan,vNN,5,4,0.8492063492063492,0.8969240401790558,0.8571428571428571,0.8095238095238095,0.8888888888888888,0.8482786803738024,0.8292682926829268,0.8192771084337349,0.7013343843696722,0.7011952191235059
herg,Morgan,vNN,5,5,0.8690476190476191,0.8622212559263799,0.8761904761904762,0.8333333333333334,0.9047619047619048,0.8683134537528795,0.8536585365853658,0.8433734939759037,0.7411829289361308,0.7410358565737052
pgp_substrates,Morgan,KNN,1,1,0.6701018715944088,0.6297285285730159,0.6692307692307692,0.6417910447761194,0.6984126984126984,0.6695035589145097,0.6935483870967742,0.6666666666666666,0.3404054171310006,0.3393996691089578
pgp_substrates,Morgan,KNN,1,2,0.6751954513148544,0.6293631945645849,0.676923076923077,0.7313432835820896,0.6190476190476191,0.672856833515095,0.6712328767123288,0.7,0.3529081110158813,0.3513898788310763
pgp_substrates,Morgan,KNN,1,3,0.7093105899076049,0.6666776936698515,0.7076923076923077,0.6567164179104478,0.7619047619047619,0.707358018281413,0.7457627118644068,0.6984126984126984,0.4202170728737242,0.4170403587443946
pgp_substrates,Morgan,KNN,1,4,0.6565979625681118,0.6221924565208148,0.6538461538461539,0.5671641791044776,0.746031746031746,0.6504786567013366,0.7037037037037037,0.628099173553719,0.3176289676174222,0.3112785495643985
pgp_substrates,Morgan,KNN,1,5,0.6019900497512439,0.577817390778899,0.6,0.5373134328358209,0.6666666666666666,0.5985056016645798,0.631578947368421,0.5806451612903226,0.205445492619793,0.2030181560952605
pgp_substrates,Morgan,KNN,2,1,0.6850272447287371,0.6414789035591275,0.6846153846153846,0.6716417910447762,0.6984126984126984,0.6848964561525486,0.703125,0.6870229007633588,0.3699230547207918,0.3695292169387273
pgp_substrates,Morgan,KNN,2,2,0.6537550343520493,0.6147340221967088,0.6538461538461539,0.6567164179104478,0.6507936507936508,0.6537483270709527,0.6666666666666666,0.6616541353383458,0.3074008482891087,0.3073644328676296
pgp_substrates,Morgan,KNN,2,3,0.62485193082208,0.5946672473177876,0.6230769230769231,0.5671641791044776,0.6825396825396826,0.6221832999638047,0.6551724137931034,0.608,0.2510456438006823,0.2486435480066053
pgp_substrates,Morgan,KNN,2,4,0.6500829187396351,0.6192881745120551,0.6461538461538462,0.5223880597014925,0.7777777777777778,0.6374180921595118,0.7142857142857143,0.603448275862069,0.3095482758284053,0.2976274371623209
pgp_substrates,Morgan,KNN,2,5,0.6607438995498697,0.6192499043245312,0.6615384615384615,0.6865671641791045,0.6349206349206349,0.6602390929021522,0.6666666666666666,0.6764705882352942,0.3219457591596752,0.3217927436566279
pgp_substrates,Morgan,KNN,3,1,0.5837479270315091,0.56361669911313,0.5846153846153846,0.6119402985074627,0.5555555555555556,0.5830667478978251,0.5942028985507246,0.6029411764705882,0.1677344522666841,0.1676547308513161
pgp_substrates,Morgan,KNN,3,2,0.7144041696280502,0.6638182712809578,0.7153846153846154,0.746268656716418,0.6825396825396826,0.7136931918160206,0.7142857142857143,0.7299270072992701,0.4298790234178132,0.4294187425860023
pgp_substrates,Morgan,KNN,3,3,0.6948590381426203,0.6561736770691995,0.6923076923076923,0.6119402985074627,0.7777777777777778,0.6898938798871928,0.7454545454545455,0.6721311475409836,0.3942268952863106,0.3875147232037691
pgp_substrates,Morgan,KNN,3,4,0.6650082918739635,0.6314130703946331,0.6615384615384615,0.5522388059701493,0.7777777777777778,0.6553770451504356,0.7254901960784313,0.6271186440677966,0.3377884585512359,0.3275335057606395
pgp_substrates,Morgan,KNN,3,5,0.7162994551054253,0.6709270027036035,0.7153846153846154,0.6865671641791045,0.746031746031746,0.7156821223564284,0.7419354838709677,0.7131782945736435,0.4328553563239604,0.4315764594658473
pgp_substrates,Morgan,KNN,4,1,0.6770907367922293,0.6342135476463835,0.676923076923077,0.6716417910447762,0.6825396825396826,0.6770688110082205,0.6923076923076923,0.6818181818181818,0.354013774013701,0.3538461538461538
pgp_substrates,Morgan,KNN,4,2,0.609452736318408,0.5830595035432915,0.6076923076923076,0.5522388059701493,0.6666666666666666,0.6067612413298162,0.6379310344827587,0.592,0.2200817598404463,0.2179759377211607
pgp_substrates,Morgan,KNN,4,3,0.6383558398483771,0.6027519743937655,0.6384615384615384,0.6417910447761194,0.6349206349206349,0.6383465967917674,0.6515151515151515,0.6466165413533834,0.276613398152295,0.2765806298839687
pgp_substrates,Morgan,KNN,4,4,0.7107320540156361,0.6733877780906787,0.7076923076923077,0.6119402985074627,0.8095238095238095,0.7038325380720178,0.7735849056603774,0.6833333333333333,0.4286323789589342,0.4186867498234878
pgp_substrates,Morgan,KNN,4,5,0.6393034825870648,0.6046701974000962,0.6384615384615384,0.6119402985074627,0.6666666666666666,0.6387176207096333,0.6612903225806451,0.6356589147286822,0.2787721243356941,0.2779484755376979
pgp_substrates,Morgan,KNN,5,1,0.6616915422885574,0.6214695752009185,0.6615384615384615,0.6567164179104478,0.6666666666666666,0.6616728385491064,0.676923076923077,0.6666666666666666,0.323229967577727,0.323076923076923
pgp_substrates,Morgan,KNN,5,2,0.6015162283819001,0.5770884819708497,0.6,0.5522388059701493,0.6507936507936508,0.599494377494268,0.6271186440677966,0.5873015873015873,0.203806469413006,0.2022657540712769
pgp_substrates,Morgan,KNN,5,3,0.7177209192134565,0.6774192225684763,0.7153846153846154,0.6417910447761194,0.7936507936507936,0.7136931918160205,0.7678571428571429,0.6991869918699187,0.4394687086751466,0.4331840678765025
pgp_substrates,Morgan,KNN,5,4,0.6528073916133617,0.6127111694275873,0.6538461538461539,0.6865671641791045,0.6190476190476191,0.6519338680428793,0.6571428571428571,0.6715328467153284,0.3063778675187729,0.3060498220640568
pgp_substrates,Morgan,KNN,5,5,0.6794598436389481,0.6418849806909508,0.676923076923077,0.5970149253731343,0.7619047619047619,0.674439407634227,0.7272727272727273,0.6557377049180327,0.3630721862363287,0.3568904593639576
pgp_substrates,Morgan,Bayesian,1,1,0.6754323619995262,0.6788192285050647,0.6230769230769231,0.5074626865671642,0.746031746031746,0.615291210814572,0.68,0.5811965811965812,0.2604030735613704,0.2514688601645124
pgp_substrates,Morgan,Bayesian,1,2,0.7865434731106373,0.8127247797204368,0.6923076923076923,0.6716417910447762,0.7142857142857143,0.6926356448094152,0.7142857142857143,0.6923076923076923,0.3859275053304904,0.3851974462047766
pgp_substrates,Morgan,Bayesian,1,3,0.7948353470741532,0.8202390822263363,0.7153846153846154,0.746268656716418,0.6825396825396826,0.7136931918160206,0.7142857142857143,0.7299270072992701,0.4298790234178132,0.4294187425860023
pgp_substrates,Morgan,Bayesian,1,4,0.726605069888652,0.7308243761327172,0.6230769230769231,0.4776119402985074,0.7777777777777778,0.6094882718851166,0.6956521739130435,0.5663716814159292,0.2669270125765124,0.2528735632183908
pgp_substrates,Morgan,Bayesian,1,5,0.7370291400142146,0.7735957956882131,0.6230769230769231,0.4925373134328358,0.7619047619047619,0.612590013402321,0.6875,0.5739130434782609,0.2634929868016287,0.2521718713312985
