Descriptor,Model,Repeat,Fold,ROC_AUC,PR_AUC,Accuracy,Sensitivity,Specificity,GMean,Precision,F1,MCC,Kappa
Morgan,KNN,1,1,0.7827451190731602,0.6264390448945854,0.742393509127789,0.6271186440677966,0.8069620253164557,0.7113795970722373,0.6453488372093024,0.6361031518624641,0.4369018472767217,0.4367944301019169
Morgan,KNN,1,2,0.8030197382535936,0.6562955669673644,0.7565922920892495,0.6779661016949152,0.8006329113924051,0.7367509578041682,0.6557377049180327,0.6666666666666666,0.4752209535797155,0.4750572326039504
Morgan,KNN,1,3,0.8640839386602098,0.7331118591527805,0.8089430894308943,0.6779661016949152,0.8825396825396825,0.7735192228784599,0.7643312101910829,0.718562874251497,0.5770982788776223,0.5747310344827585
Morgan,KNN,1,4,0.8044928705945655,0.6524708639232325,0.7520325203252033,0.6440677966101694,0.8126984126984127,0.7234866107781461,0.6589595375722543,0.6514285714285715,0.45911077464883854,0.45903855512896774
Morgan,KNN,1,5,0.8505694556542014,0.7081887992292211,0.782520325203252,0.6779661016949152,0.8412698412698413,0.7552168130803328,0.7058823529411765,0.69164265129683,0.524027720681764,0.5237733391228832
Morgan,KNN,2,1,0.8073374812272045,0.6347308542214162,0.7626774847870182,0.6384180790960452,0.8322784810126582,0.7289318412040152,0.6807228915662651,0.6588921282798834,0.47779684600903866,0.47721937735079534
Morgan,KNN,2,2,0.847412929986412,0.702820903757946,0.7809330628803245,0.7288135593220338,0.810126582278481,0.7683952354952328,0.6825396825396826,0.7049180327868853,0.5317445075637799,0.5310220906880879
Morgan,KNN,2,3,0.8026544704510806,0.6692538277367888,0.7682926829268293,0.6836158192090396,0.8158730158730159,0.7468224019916525,0.6759776536312849,0.6797752808988764,0.49827490020110454,0.4982555955128549
Morgan,KNN,2,4,0.785992287687203,0.655217014877379,0.7439024390243902,0.6271186440677966,0.8095238095238095,0.7125078762857072,0.6491228070175439,0.6379310344827587,0.4400654747460897,0.43990892828102135
Morgan,KNN,2,5,0.8262039278988431,0.6835949101123752,0.7723577235772358,0.6214689265536724,0.8571428571428571,0.7298545412146993,0.7096774193548387,0.6626506024096386,0.4944751803583917,0.4920073012887881
Morgan,KNN,3,1,0.7843720946864049,0.5980585772009992,0.7322515212981744,0.655367231638418,0.7753164556962026,0.7128232594502865,0.6203208556149733,0.6373626373626373,0.4258013956834811,0.42539777844491145
Morgan,KNN,3,2,0.8211667739397841,0.6879604346673828,0.7890466531440162,0.672316384180791,0.8544303797468354,0.7579231777994473,0.7212121212121212,0.695906432748538,0.5354922091991657,0.5347199535373335
Morgan,KNN,3,3,0.8188144561025916,0.6774654815405909,0.7703252032520326,0.6497175141242938,0.8380952380952381,0.7379194771075271,0.6927710843373494,0.6705539358600583,0.4951447918527087,0.4945450578223871
Morgan,KNN,3,4,0.8085642543269662,0.6714485402897836,0.758130081300813,0.6610169491525424,0.8126984126984127,0.732944353510564,0.6647727272727273,0.6628895184135978,0.4743069662853576,0.47430233811011746
Morgan,KNN,3,5,0.8450363196125908,0.7213106780805303,0.7947154471544715,0.6497175141242938,0.8761904761904762,0.7545040080011884,0.7467532467532467,0.6948640483383686,0.5442932754284803,0.5413159060700043
Morgan,KNN,4,1,0.8165897875992276,0.6825241331776359,0.7626774847870182,0.6666666666666666,0.8164556962025317,0.7377694744758382,0.6704545454545454,0.6685552407932012,0.48372813747082305,0.4837234280599687
Morgan,KNN,4,2,0.806228992347851,0.6711918160695269,0.7626774847870182,0.6214689265536724,0.8417721518987342,0.7232808829516243,0.6875,0.6528189910979229,0.47462994006453635,0.4732376873270564
Morgan,KNN,4,3,0.8289839476280154,0.6856703766345753,0.7764227642276422,0.672316384180791,0.834920634920635,0.7492201427803257,0.695906432748538,0.6839080459770115,0.5112134603119394,0.5110316040548599
Morgan,KNN,4,4,0.8250829522015962,0.6885572690401521,0.782520325203252,0.6610169491525424,0.8507936507936508,0.7499260119544944,0.7134146341463414,0.6862170087976539,0.5210655253216943,0.5201793721973094
Morgan,KNN,4,5,0.8275221953188056,0.6829649057860158,0.774390243902439,0.6949152542372882,0.819047619047619,0.7544326904521845,0.6833333333333333,0.6890756302521008,0.5121062885060356,0.5120617561917016
Morgan,KNN,5,1,0.8062379317742974,0.6514990298796165,0.7586206896551724,0.5932203389830508,0.8512658227848101,0.7106252176478758,0.6907894736842105,0.6382978723404256,0.46173142753010027,0.4587365876611096
Morgan,KNN,5,2,0.8493349066723879,0.7266266785582403,0.7768762677484787,0.672316384180791,0.8354430379746836,0.7494544966041331,0.695906432748538,0.6839080459770115,0.5117550942336326,0.5115734486174908
Morgan,KNN,5,3,0.8047080979284369,0.6703203113471038,0.758130081300813,0.6892655367231638,0.7968253968253968,0.7410966771059664,0.6559139784946236,0.6721763085399449,0.4811076310892059,0.48073648361004684
Morgan,KNN,5,4,0.8182674199623352,0.6753984288628484,0.7601626016260162,0.672316384180791,0.8095238095238095,0.7377371622246686,0.664804469273743,0.6685393258426966,0.48066915127662296,0.4806505286887446
Morgan,KNN,5,5,0.8164559232355842,0.6699297995356877,0.7479674796747967,0.6497175141242938,0.8031746031746032,0.7223825901711428,0.6497175141242938,0.6497175141242938,0.45289211729889695,0.452892117298897
Morgan,Bayesian,1,1,0.7708199241936637,0.6406871809907602,0.7403651115618661,0.6384180790960452,0.7974683544303798,0.7135252027611408,0.6384180790960452,0.6384180790960452,0.4358864335264249,0.435886433526425
Morgan,Bayesian,1,2,0.8173853965529573,0.7047179331812619,0.7647058823529411,0.7344632768361582,0.7816455696202531,0.7576872483998636,0.6532663316582915,0.6914893617021277,0.504627918687245,0.5023755242686343
Morgan,Bayesian,1,3,0.7998744507219083,0.7019006094693352,0.7479674796747967,0.751412429378531,0.746031746031746,0.748717254161557,0.6244131455399061,0.6820512820512821,0.4818305768777838,0.4762272703858239
Morgan,Bayesian,1,4,0.7322213254416644,0.6258889722515409,0.6788617886178862,0.5988700564971752,0.7238095238095238,0.6583827537360034,0.5492227979274611,0.572972972972973,0.31717514334555375,0.3164142879755184
Morgan,Bayesian,1,5,0.7879203658864675,0.6846943942800967,0.7378048780487805,0.7175141242937854,0.7492063492063492,0.7331890189890582,0.616504854368932,0.6631853785900783,0.4540274762302939,0.45055059214627047
Morgan,Bayesian,2,1,0.7641600514910962,0.5950840710487975,0.6977687626774848,0.655367231638418,0.7215189873417721,0.6876480940922703,0.5686274509803921,0.6089238845144357,0.3670932737162048,0.3646522570210263
Morgan,Bayesian,2,2,0.8174747908174212,0.7403247645115335,0.7626774847870182,0.751412429378531,0.7689873417721519,0.7601490950085722,0.6456310679611651,0.6945169712793734,0.5061657008356666,0.5022994952327537
Morgan,Bayesian,2,3,0.7511792664335037,0.6293915466011076,0.7134146341463414,0.672316384180791,0.7365079365079366,0.7036805758250483,0.5891089108910891,0.6279683377308707,0.3988448146447188,0.39655532359081425
Morgan,Bayesian,2,4,0.7936597614563716,0.6797232017323649,0.7296747967479674,0.6610169491525424,0.7682539682539683,0.712621143574601,0.6157894736842106,0.6376021798365122,0.42314879128732374,0.42247405210760425
Morgan,Bayesian,2,5,0.7876333961079724,0.6722167311479377,0.7296747967479674,0.6497175141242938,0.7746031746031746,0.7094175420977133,0.6182795698924731,0.6336088154269972,0.41997064188282907,0.4196466581524052
Morgan,Bayesian,3,1,0.7806532932847028,0.6599190974732267,0.7302231237322515,0.751412429378531,0.7183544303797469,0.7346975212197714,0.5990990990990991,0.6666666666666666,0.45295120310729103,0.4448903224714059
Morgan,Bayesian,3,2,0.7687817349638848,0.6595396214405023,0.6997971602434077,0.6497175141242938,0.7278481012658228,0.6876740936043161,0.572139303482587,0.6084656084656085,0.36858118045329824,0.36663194444444436
Morgan,Bayesian,3,3,0.787104295578872,0.6674763082983675,0.7479674796747967,0.6271186440677966,0.8158730158730159,0.7152965674779864,0.6568047337278107,0.6416184971098265,0.44770592979405327,0.4474213357969675
Morgan,Bayesian,3,4,0.7759662810510268,0.6520583843658271,0.7195121951219512,0.6610169491525424,0.7523809523809524,0.7052209311579892,0.6,0.6290322580645161,0.40561559799590136,0.4043897047213011
Morgan,Bayesian,3,5,0.807532956685499,0.7177699024080203,0.7540650406504065,0.6836158192090396,0.7936507936507936,0.7365814533827821,0.6505376344086021,0.6666666666666666,0.4723737754882949,0.4720093656875266
Morgan,Bayesian,4,1,0.78520346134592,0.6709540485687463,0.7565922920892495,0.6779661016949152,0.8006329113924051,0.7367509578041682,0.6557377049180327,0.6666666666666666,0.4752209535797155,0.4750572326039504
Morgan,Bayesian,4,2,0.7777837373954087,0.6421161063006522,0.7221095334685599,0.6271186440677966,0.7753164556962026,0.697291477374887,0.6098901098901099,0.6183844011142061,0.40004618961848903,0.39995024831421744
Morgan,Bayesian,4,3,0.8145995874809434,0.7207176461580389,0.7459349593495935,0.6892655367231638,0.7777777777777778,0.7321853709624017,0.6354166666666666,0.6612466124661247,0.4595024465991819,0.4585314315900687
Morgan,Bayesian,4,4,0.7631423190745225,0.6695491672659104,0.709349593495935,0.6666666666666666,0.7333333333333333,0.699205898780101,0.5841584158415841,0.6226912928759895,0.3902358978769202,0.38799582463465565
Morgan,Bayesian,4,5,0.7829342659851135,0.6713323252995711,0.7317073170731707,0.7062146892655368,0.746031746031746,0.7258502446827688,0.6097560975609756,0.6544502617801047,0.44024981640165695,0.43710021321961623
Morgan,Bayesian,5,1,0.7895212043195308,0.6530238018286179,0.7363083164300203,0.632768361581921,0.7943037974683544,0.7089501481221008,0.632768361581921,0.632768361581921,0.42707215905027535,0.4270721590502753
Morgan,Bayesian,5,2,0.8091700636487162,0.7037956454429691,0.744421906693712,0.7175141242937854,0.759493670886076,0.7382055514370609,0.625615763546798,0.6684210526315789,0.46495254886101106,0.46207935710698145
Morgan,Bayesian,5,3,0.7697336561743341,0.6688563722740737,0.7317073170731707,0.6892655367231638,0.7555555555555555,0.7216497803811542,0.6130653266331658,0.648936170212766,0.43497764124565474,0.43303127127966057
Morgan,Bayesian,5,4,0.7935431799838579,0.6430069968936623,0.741869918699187,0.655367231638418,0.7904761904761904,0.7197584265769063,0.6373626373626373,0.6462395543175488,0.44320814470663245,0.4431016042780749
Morgan,Bayesian,5,5,0.7775625504439064,0.7064214887227522,0.7195121951219512,0.672316384180791,0.746031746031746,0.7082156211042974,0.5979899497487438,0.6329787234042553,0.40909049965948535,0.407259965428736
Morgan,LogisticRegression,1,1,0.7824143602946434,0.6535009143864787,0.7363083164300203,0.6892655367231638,0.7626582278481012,0.7250338149038694,0.6192893401015228,0.6524064171122995,0.4426050709355621,0.44096507449146927
Morgan,LogisticRegression,1,2,0.8347278838589716,0.7349804580326047,0.7626774847870182,0.7457627118644068,0.7721518987341772,0.7588426015790435,0.6470588235294118,0.6929133858267716,0.5044572083971073,0.5011027790030878
Morgan,LogisticRegression,1,3,0.8382028517621738,0.7213203937277297,0.7703252032520326,0.7005649717514124,0.8095238095238095,0.7530763737836578,0.6739130434782609,0.6869806094182825,0.5059451210123503,0.5057078843486611
Morgan,LogisticRegression,1,4,0.8009864586135773,0.6961202996364839,0.7296747967479674,0.6610169491525424,0.7682539682539683,0.712621143574601,0.6157894736842106,0.6376021798365122,0.42314879128732374,0.42247405210760425
