Descriptor,Model,Repeat,Fold,ROC_AUC,PR_AUC,Accuracy,Sensitivity,Specificity,GMean,Precision,F1,MCC,Kappa
Morgan,KNN,1,1,0.6699590163934426,0.6666691628255547,0.6531531531531531,0.6065573770491803,0.71,0.6562436572683336,0.7184466019417476,0.6577777777777778,0.3158204594871185,0.3112257232653719
Morgan,KNN,1,2,0.6643442622950819,0.6531007062737669,0.6171171171171171,0.5491803278688525,0.7,0.6200211524683628,0.6907216494845361,0.6118721461187214,0.2499498006047938,0.2436873747494989
Morgan,KNN,1,3,0.6484426229508196,0.6460463901394247,0.6081081081081081,0.5,0.74,0.6082762530298219,0.7011494252873564,0.583732057416268,0.2446046148880292,0.232657926102503
Morgan,KNN,1,4,0.6460655737704918,0.6360156409336737,0.5990990990990991,0.5655737704918032,0.64,0.6016371108191001,0.6571428571428571,0.6079295154185022,0.2048613528770132,0.202470331799467
Morgan,KNN,1,5,0.6212942432454627,0.6361386330898526,0.5990990990990991,0.4959349593495935,0.7272727272727273,0.6005663747131269,0.6931818181818182,0.5781990521327014,0.2268222029631983,0.2157656584901166
Morgan,KNN,2,1,0.700860655737705,0.69462121867176,0.6891891891891891,0.639344262295082,0.75,0.6924653036227241,0.7572815533980582,0.6933333333333334,0.3884379033049749,0.3827866870819566
Morgan,KNN,2,2,0.6482786885245901,0.6388461259258703,0.5990990990990991,0.5409836065573771,0.67,0.6020456929448484,0.6666666666666666,0.5972850678733032,0.2111827661901077,0.2066971814020718
Morgan,KNN,2,3,0.650450819672131,0.6499412367692963,0.6126126126126126,0.5,0.75,0.6123724356957945,0.7093023255813954,0.5865384615384616,0.2553296466416941,0.2421403620196887
Morgan,KNN,2,4,0.6739754098360656,0.6648203699237287,0.6261261261261262,0.5245901639344263,0.75,0.62725004818718,0.7191011235955056,0.6066350710900474,0.2787687372818643,0.2666560534904083
Morgan,KNN,2,5,0.6404286770140428,0.6560997498760324,0.6216216216216216,0.4878048780487805,0.7878787878787878,0.6199444459291761,0.7407407407407407,0.5882352941176471,0.2846617549459481,0.2647267565649397
Morgan,KNN,3,1,0.6666803278688525,0.6675813252105813,0.6441441441441441,0.5491803278688525,0.76,0.6460472499595737,0.7362637362637363,0.6291079812206573,0.312777442879984,0.3007734630412249
Morgan,KNN,3,2,0.660655737704918,0.6580344788525594,0.6441441441441441,0.5983606557377049,0.7,0.6471881171779913,0.7087378640776699,0.6488888888888888,0.2976660985326544,0.2933354823112257
Morgan,KNN,3,3,0.651311475409836,0.6508298993661992,0.6306306306306306,0.5655737704918032,0.71,0.6336855506078549,0.7040816326530612,0.6272727272727273,0.2761174877658994,0.2697368421052633
Morgan,KNN,3,4,0.6715983606557377,0.6635886540211328,0.6261261261261262,0.5245901639344263,0.75,0.62725004818718,0.7191011235955056,0.6066350710900474,0.2787687372818643,0.2666560534904083
Morgan,KNN,3,5,0.6644083107497742,0.6669591705351837,0.6441441441441441,0.5772357723577236,0.7272727272727273,0.6479257939316668,0.7244897959183674,0.6425339366515838,0.3048215674856686,0.2971868237557106
Morgan,KNN,4,1,0.652172131147541,0.6508758679541446,0.6171171171171171,0.5163934426229508,0.74,0.6181675723790302,0.7078651685393258,0.5971563981042654,0.2602951075276631,0.2489851150202976
Morgan,KNN,4,2,0.6729508196721312,0.6696336742628467,0.6486486486486487,0.5737704918032787,0.74,0.6516058347915756,0.7291666666666666,0.6422018348623854,0.3151164859028228,0.3065833733781835
Morgan,KNN,4,3,0.6426639344262295,0.6419426071126768,0.6036036036036037,0.5,0.73,0.6041522986797286,0.6931818181818182,0.580952380952381,0.2339451338337789,0.223158899316049
Morgan,KNN,4,4,0.6482786885245901,0.6481426932246604,0.6171171171171171,0.5245901639344263,0.73,0.6188302026179162,0.7032967032967034,0.6009389671361502,0.2575521573661798,0.2476676501076469
Morgan,KNN,4,5,0.6432618871643261,0.6471641953139009,0.6036036036036037,0.4959349593495935,0.7373737373737373,0.6047225929878114,0.7011494252873564,0.580952380952381,0.2375606856914785,0.2253152510111824
Morgan,KNN,5,1,0.6947950819672132,0.6781057879326438,0.6531531531531531,0.5901639344262295,0.73,0.6563685490112605,0.7272727272727273,0.6515837104072398,0.3204661556870866,0.3136593591905565
Morgan,KNN,5,2,0.7342213114754098,0.7240355161870766,0.6846846846846847,0.5491803278688525,0.85,0.6832300335088649,0.8170731707317073,0.6568627450980392,0.4115078287155554,0.3852848101265822
Morgan,KNN,5,3,0.6864754098360656,0.6842662841986824,0.6711711711711712,0.5983606557377049,0.76,0.674354579105574,0.7525773195876289,0.6666666666666666,0.3594672790276838,0.3504609218436872
Morgan,KNN,5,4,0.6207377049180327,0.6233723815691028,0.581081081081081,0.4918032786885246,0.69,0.5825326276656801,0.6593406593406593,0.5633802816901409,0.1839184433477743,0.1768598995295431
Morgan,KNN,5,5,0.6670772768333744,0.6697117596409492,0.6261261261261262,0.5040650406504065,0.7777777777777778,0.6261394310954537,0.7380952380952381,0.5990338164251208,0.2888670058536805,0.2714116251482799
Morgan,Bayesian,1,1,0.7117213114754097,0.7617514537226185,0.6666666666666666,0.7295081967213115,0.59,0.6560562750752208,0.6846153846153846,0.7063492063492064,0.3226980415005131,0.3218295904887714
Morgan,Bayesian,1,2,0.7272131147540983,0.7268432537286668,0.6846846846846847,0.7459016393442623,0.61,0.6745368781616021,0.7,0.7222222222222222,0.3594548220100636,0.3584874504623514
Morgan,Bayesian,1,3,0.6220491803278688,0.6677327277705681,0.6171171171171171,0.6885245901639344,0.53,0.6040844583225803,0.6412213740458015,0.6640316205533597,0.2210669837534564,0.2203123708784398
Morgan,Bayesian,1,4,0.7101639344262294,0.7356995360683334,0.6666666666666666,0.7540983606557377,0.56,0.6498423516263103,0.6764705882352942,0.7131782945736435,0.3207944937478596,0.3181138967292047
Morgan,Bayesian,1,5,0.732569598423257,0.7607655555856742,0.6441441441441441,0.6178861788617886,0.6767676767676768,0.6466570913360109,0.7037037037037037,0.658008658008658,0.2930339760906227,0.2903617382859917
Morgan,Bayesian,2,1,0.6917622950819672,0.7306839187638052,0.6531531531531531,0.7295081967213115,0.56,0.6391592838752594,0.6691729323308271,0.6980392156862745,0.2939137850983715,0.2924083119463531
Morgan,Bayesian,2,2,0.7444262295081967,0.7694463966503752,0.7027027027027027,0.7786885245901639,0.61,0.689202437604511,0.7089552238805971,0.7421875,0.3953556039343477,0.3929400066291018
Morgan,Bayesian,2,3,0.7031147540983608,0.7307475581682132,0.6531531531531531,0.7131147540983607,0.58,0.6431225057304784,0.6744186046511628,0.6932270916334662,0.2955842337323141,0.2949764909675822
Morgan,Bayesian,2,4,0.7137704918032786,0.7538488998898916,0.6576576576576577,0.6557377049180327,0.66,0.6578654005538683,0.7017543859649122,0.6779661016949152,0.3142983200636349,0.3134765625
Morgan,Bayesian,2,5,0.6775888971010922,0.7097257072876749,0.6441441441441441,0.6666666666666666,0.6161616161616161,0.6409168516854669,0.6833333333333333,0.6748971193415638,0.2820994769123695,0.2819945959223778
