SmoothFactor,TanimotoDistance,Sensitivity,Specificity,Accuracy,kappa,Coverage,AreaUnderTheCurve,PR_AUC,GMean,Precision,F1,MCC
0.2599999999999999,0.5,0.5818557695666579,0.9435617413459803,0.8842740882855842,0.5543426632253629,0.6835593220338982,0.762708755456319,0.6412949812143006,0.740617450555959,0.6702762739795944,0.6222127498318089,0.5567107647400171
0.33999999999999986,0.5,0.5718975626977363,0.9471310005033945,0.8856137936705052,0.5540863222967888,0.6835593220338982,0.7595142816005653,0.6403312183988796,0.735586433451336,0.680581984037157,0.6207733483580544,0.5574309933018021
0.2899999999999999,0.5,0.5747425412976965,0.945931115622914,0.8850621672644283,0.5538583741051231,0.6835593220338982,0.7603368284603053,0.6403972975718866,0.7370321110468601,0.677069744786166,0.6210105890341697,0.5568626618822528
0.32999999999999985,0.5,0.5715840269021504,0.9471290083971011,0.8855650555416185,0.553826568970653,0.6835593220338982,0.7593565176496258,0.6416355670323577,0.73538218141428,0.6803947937932301,0.6205411048501905,0.5571599102096524
0.29999999999999993,0.5,0.5728985532827758,0.9464107464162009,0.885168315314583,0.553401516291263,0.6835593220338982,0.7596546498494884,0.6369569901783777,0.7360193467244186,0.6782151564704381,0.620431703003028,0.5565439266146052
0.2699999999999999,0.5,0.5779429147667094,0.9443866270179145,0.8843236778074792,0.5530444457479988,0.6835593220338982,0.7611647708923119,0.6380179392355573,0.7384667568446688,0.672191150334637,0.6207825212166884,0.5556743678288022
0.2799999999999999,0.5,0.5761796912821463,0.9450387551649198,0.8845696411195838,0.5530392505055685,0.6835593220338982,0.760609223223533,0.6469226850404803,0.7375856666334049,0.6741147882533479,0.6205600012509024,0.5558533247363731
0.3599999999999999,0.5,0.5692485765874924,0.9474870382723928,0.8854727389322359,0.5527665107410583,0.6835593220338982,0.7583678074299425,0.6477800054210638,0.7340837034692912,0.681149509697335,0.6194808346997049,0.5562672056363028
0.3199999999999999,0.5,0.5695074835240462,0.9470118468048319,0.8851223426602799,0.551872882414543,0.6835593220338982,0.758259665164439,0.6355255291729309,0.7339964666284651,0.6793740851532206,0.6188200672395205,0.5553078064450276
0.3699999999999999,0.5,0.5680089374882104,0.9475527356528084,0.8853236050510637,0.5518465863220452,0.6835593220338982,0.7577808365705094,0.6365125284155954,0.733295833871767,0.6809192907815759,0.6186188454647656,0.5554210153139739
0.34999999999999987,0.5,0.5691833025776658,0.9471263427853813,0.8851623534258473,0.5518151618364748,0.6835593220338982,0.7581548226815236,0.6409765452074151,0.7338419471701223,0.6794288307475539,0.618728776231107,0.5552229147076481
