SmoothFactor,TanimotoDistance,Sensitivity,Specificity,Accuracy,kappa,Coverage,AreaUnderTheCurve,PR_AUC,GMean,Precision,F1,MCC
0.2599999999999999,1,0.8231734317343173,0.7463684619474092,0.7865319845261987,0.5710349823044362,1.0,0.7847709468408633,0.864127952396138,0.7837672452209072,0.7807154491025473,0.8013189797242876,0.5720864888923157
0.2699999999999999,1,0.8264206642066421,0.7413514906146486,0.7858371527609715,0.5694758525194921,1.0,0.7838860774106453,0.8662572703862829,0.7826726378480938,0.7780154570374617,0.8014303809589525,0.57080561385449
0.2799999999999999,1,0.8298892988929889,0.7352836870731607,0.7847565557015895,0.5671144137572753,1.0,0.7825864929830749,0.8677092714525947,0.7810974869486392,0.7747202154689878,0.8013011598301071,0.5688157479647394
0.24999999999999992,1,0.8183025830258301,0.7467721751932278,0.7841772934251238,0.5664119164116467,1.0,0.782537379109529,0.8614208716653909,0.7816462483542687,0.7799924619518301,0.7986152886854763,0.5672982478864271
0.23999999999999994,1,0.8135055350553506,0.7490377458798512,0.7827493177155666,0.5636885634260286,1.0,0.7812716404676009,0.8585788921892156,0.7805192113708094,0.7805388609850064,0.7965927098393837,0.5643998994414556
0.2899999999999999,1,0.8312177121771218,0.7279205005520795,0.7819389909264548,0.5612794880409246,1.0,0.7795691063646006,0.8680148709878189,0.777794873656347,0.7701601389641586,0.7994671209849464,0.5633555305165757
0.22999999999999995,1,0.8086346863468634,0.7515468858626754,0.7813987854778597,0.5611286649658946,1.0,0.7800907861047693,0.8557584114993039,0.7794708941067516,0.7812423868827975,0.7946016284856602,0.5616828721022524
0.21999999999999995,1,0.8040590405904059,0.7517089927616243,0.7790832629019707,0.5565813274701301,1.0,0.777884016676015,0.8528322790870126,0.7773393461657989,0.780388985573896,0.7919386475036007,0.557046425191907
0.29999999999999993,1,0.8337269372693727,0.7178868850447797,0.7784653533544565,0.5540398213267622,1.0,0.7758069111570762,0.8670473397180267,0.7735717290634618,0.7642291103836816,0.7974027971780862,0.5567258172923735
0.20999999999999996,1,0.8002214022140222,0.7517088291825134,0.7770762483105781,0.5526347030991606,1.0,0.7759651156982678,0.8499696789830449,0.7754726629066419,0.7795908624578648,0.7896526513004539,0.5530444480586607
0.30999999999999994,1,0.8375645756457564,0.70809667525457,0.7758023404310772,0.5483998672634978,1.0,0.7728306254501632,0.8648867075512833,0.7700498578394626,0.7588578201367981,0.7962141781639721,0.5518208480822477
0.19999999999999996,1,0.7965313653136532,0.7511417004048583,0.7748763324558888,0.5482891524085024,1.0,0.7738365328592558,0.8474922643565533,0.773399852486185,0.7783846292439576,0.78724392797521,0.5486317019050357
0.18999999999999995,1,0.7921771217712177,0.7496856827383144,0.7719044764560675,0.5423925872921995,1.0,0.770931402254766,0.8451582362003048,0.7705365523560114,0.7764252818470351,0.7841151776777875,0.5426868978204463
0.17999999999999997,1,0.7898154981549815,0.748876293297346,0.770283338856145,0.5391764354070433,1.0,0.7693458957261637,0.8429631135215212,0.7689731750958658,0.7753403939664788,0.7824058798290092,0.539446844154859
0.3199999999999999,1,0.8398523985239852,0.6961239929660983,0.7712870509302525,0.5390087405432789,1.0,0.7679881957450418,0.8613423306394528,0.7645599929939638,0.7519340264998937,0.7934180397382018,0.5432465014127882
0.16999999999999998,1,0.7868634686346863,0.7476625362941153,0.7681604941489223,0.5349607517075374,1.0,0.7672630024644007,0.8411160270699773,0.766910788470764,0.773833139264172,0.780186368873221,0.5352140921030923
0.15999999999999998,1,0.7837638376383764,0.7460439209912895,0.765767639798498,0.5301963147605604,1.0,0.764903879314833,0.8395078950727136,0.7645789551873386,0.7720138805885581,0.7777477968708771,0.530414958631409
0.14999999999999997,1,0.7819926199261993,0.7440211017053122,0.7638763436256204,0.5263996987590902,1.0,0.7630068608157557,0.8380568555329178,0.7626674656645048,0.7702413641689192,0.7759659005753788,0.5266320967769647
0.32999999999999985,1,0.8412546125461254,0.6797822762033289,0.7642243179948097,0.5243940978692131,1.0,0.760518444374727,0.8571856971448962,0.7561568898573554,0.7423778464333713,0.7886850994962835,0.5297317593015177
0.13999999999999999,1,0.7795571955719558,0.7435357624831309,0.7623712223037199,0.5234271040636763,1.0,0.7615464790275434,0.8368587368210424,0.7612267604201653,0.7693524918706531,0.7743105202068233,0.5236475080859915
0.13,1,0.7783025830258303,0.7428881527828897,0.7614060458033457,0.521508192783981,1.0,0.76059536790436,0.8359021959627122,0.7602765975168512,0.7686128028012792,0.7733102599310334,0.5217329073166721
0.12,1,0.7774169741697418,0.7418363390994971,0.760441204394917,0.519570778152521,1.0,0.7596266566346194,0.8353103779956527,0.7592987936952277,0.7676986477027709,0.7724031771034015,0.5198060126536395
0.11,1,0.777269372693727,0.7416747229378808,0.7602868387053536,0.5192610484153479,1.0,0.7594720478158038,0.8352314829640405,0.7591449120486528,0.7675533136318873,0.7722579931126927,0.5194939632794272
0.1,1,0.7761623616236162,0.741674395779659,0.75970776259108,0.5181254919973345,1.0,0.7589183787016376,0.835230843719647,0.7586124081251304,0.7672864282253569,0.7715846443198262,0.5183367378826635
0.33999999999999986,1,0.8417712177121771,0.6651363840837525,0.7575086286175968,0.5105170057423832,1.0,0.7534538008979648,0.8521639203572096,0.7481893157084829,0.7338518453419383,0.7840710902801085,0.5168640056032361
