SmoothFactor,TanimotoDistance,Sensitivity,Specificity,Accuracy,kappa,Coverage,AreaUnderTheCurve,PR_AUC,GMean,Precision,F1,MCC
0.20999999999999996,0.4,0.6912849989700774,0.8530623581862333,0.7948635710656642,0.5498615335524516,0.871484028430548,0.7721736785781553,0.7144731027009041,0.767453987017044,0.7264152281400004,0.7075702878341827,0.5510057483141534
0.19999999999999996,0.4,0.6915010735346963,0.8520419975020255,0.7942968258682511,0.5488437756322794,0.871484028430548,0.7717715355183609,0.7244613949920019,0.7671627555475734,0.7251140763719082,0.7071219227697852,0.5499064415860958
0.21999999999999995,0.4,0.6891779188851784,0.8533586389717948,0.7942959809507562,0.5483484888904012,0.871484028430548,0.7712682789284867,0.7228338567573627,0.7664201662860799,0.7261562082830483,0.7063632808401813,0.5495088332831789
0.23999999999999994,0.4,0.6878833715237965,0.8540631039319418,0.7942818558358944,0.5480441249420696,0.871484028430548,0.7709732377278692,0.7102719148281088,0.7659914282739205,0.7267268583561254,0.7059312377693745,0.549262171846454
0.22999999999999995,0.4,0.6878560850343024,0.8531940669830863,0.7937294927262946,0.5469474007069769,0.871484028430548,0.7705250760086944,0.7232263168908282,0.7655661273878885,0.7255131835257537,0.7053238403509856,0.5481518407332736
0.2599999999999999,0.4,0.6860910648004118,0.8540737564140822,0.7936248607916028,0.5464296848281919,0.871484028430548,0.770082410607247,0.7227543004523693,0.7649652836457903,0.7262448234727024,0.7047030846455855,0.5477197697835129
0.24999999999999992,0.4,0.6850695198022733,0.8539207734721412,0.7931561650052794,0.5453301106845615,0.871484028430548,0.7694951466372073,0.7205035618330222,0.764326297538649,0.7257503489844837,0.7039244745764682,0.5466358685912095
0.2699999999999999,0.4,0.6860990911190535,0.8529113692425816,0.7928736659735656,0.5450036722606748,0.871484028430548,0.7695052301808175,0.7205384013170311,0.7644406647327127,0.7246964108681064,0.70395315426996,0.5462825342051539
0.18999999999999995,0.4,0.6889303584107169,0.8505685028039249,0.7924371741570877,0.544754439918011,0.871484028430548,0.769749430607321,0.717822265529692,0.7650573341263983,0.7223892539663379,0.7044617543106386,0.5458194233507253
0.2799999999999999,0.4,0.6842903107104356,0.8529268804063284,0.7922319478925657,0.543401639326131,0.871484028430548,0.7686085955583819,0.7194706116032958,0.7634273832191848,0.7241779570350466,0.7027405683815412,0.5447253366950122
0.17999999999999997,0.4,0.688171820837201,0.8493976692473941,0.7914144824974071,0.542634112835119,0.871484028430548,0.7687847450422975,0.7131816024847067,0.7640744127102549,0.7206453055125164,0.7031760305272519,0.5437251574121378
0.3199999999999999,0.4,0.6824392338229824,0.8534962624894696,0.7919407355793818,0.5424644283382783,0.871484028430548,0.7679677481562259,0.7152666096533743,0.7626357015113321,0.7244738308296073,0.7018820879796605,0.5438636511365272
0.2899999999999999,0.4,0.6832373219822705,0.8526380453097587,0.7916724649224007,0.5421372937937085,0.871484028430548,0.7679376836460147,0.7274609520317591,0.7627157164944974,0.7235716003593118,0.7018893077677296,0.543482697169488
0.32999999999999985,0.4,0.6819247388306622,0.8529192476835294,0.7913909576054753,0.5412974825474031,0.871484028430548,0.7674219932570958,0.7258559452009601,0.7620819213795633,0.7235224246908539,0.7011603215043685,0.5426838806409022
0.34999999999999987,0.4,0.6813823387869395,0.8530642952686768,0.7912924522786501,0.5410009312544265,0.871484028430548,0.7672233170278082,0.7292932296296951,0.761830082410775,0.7236344987463125,0.7008926603701672,0.5424339282175012
0.16999999999999998,0.4,0.6886402671242134,0.8476610901835234,0.7904835090457958,0.5409845033584828,0.871484028430548,0.7681506786538683,0.713493307848005,0.7635904086537175,0.7185291453129194,0.7024545854901169,0.5419909626193116
0.30999999999999994,0.4,0.6816680556547454,0.8526297130146352,0.7911116261036871,0.5407341903916167,0.871484028430548,0.7671488843346903,0.7174905542663848,0.761818604354172,0.7231375980396082,0.7008321260602699,0.542125177093091
0.33999999999999986,0.4,0.6816454966816764,0.8526234482487998,0.7911048470490443,0.540696613488942,0.871484028430548,0.767134472465238,0.7262271760136465,0.7617733143496196,0.7231346487769802,0.7007843226692552,0.5421213004461974
0.29999999999999993,0.4,0.6816779212361982,0.8524967489208893,0.7910252127370508,0.5405637413572638,0.871484028430548,0.7670873350785438,0.7050552856098462,0.7617717438583127,0.722874823786485,0.7007388148590428,0.5419252234353824
0.3599999999999999,0.4,0.6811238476107272,0.8524847922198606,0.7908284998801369,0.5400539409963327,0.871484028430548,0.7668043199152939,0.7182435100724159,0.7614289141331276,0.7227070852824709,0.7003429109681204,0.5414500429828455
0.3699999999999999,0.4,0.680608387772958,0.8526278375517508,0.7907340617673213,0.5397621837328411,0.871484028430548,0.7666181126623544,0.7002008704398509,0.7611963992293059,0.7227436073493491,0.7000784425848269,0.5411797439566566
0.3799999999999999,0.4,0.680608387772958,0.8526273181117072,0.790735145989717,0.5397599555116593,0.871484028430548,0.7666178529423325,0.7201313667283691,0.7611978570372615,0.7227235686595802,0.7000766271944576,0.5411703000971824
