SmoothFactor,TanimotoDistance,Fold,Repeat,Sensitivity,Specificity,Accuracy,kappa,Coverage,AreaUnderTheCurve,PR_AUC,GMean,Precision,F1,MCC
0.1,0.6,1,1,0.9,0.8181818181818182,0.8709677419354839,0.7181818181818181,0.5740740740740741,0.8590909090909091,0.9357977031554505,0.8581163303210332,0.9,0.9,0.7181818181818181
0.1,0.6,2,1,0.9473684210526315,0.8461538461538461,0.90625,0.8032786885245902,0.5925925925925926,0.8967611336032388,0.9259662960290302,0.895332023999131,0.9,0.9230769230769231,0.8050112948805689
0.1,0.6,3,1,1.0,0.9230769230769231,0.9696969696969697,0.9356725146198831,0.6111111111111112,0.9615384615384616,0.9686779448621554,0.9607689228305228,0.9523809523809523,0.975609756097561,0.9376144618769908
0.1,0.6,4,1,0.8125,0.8571428571428571,0.8260869565217391,0.6198347107438017,0.42592592592592593,0.8348214285714286,0.9287658133905736,0.8345229603962802,0.9285714285714286,0.8666666666666667,0.6313453403451318
0.1,0.6,5,1,0.8666666666666667,0.9230769230769231,0.8928571428571429,0.7857142857142858,0.5185185185185186,0.8948717948717949,0.9601587301587302,0.8944271909999159,0.9285714285714286,0.896551724137931,0.7877263614433762
0.11,0.6,1,1,0.9,0.8181818181818182,0.8709677419354839,0.7181818181818181,0.5740740740740741,0.8590909090909091,0.9429405602983078,0.8581163303210332,0.9,0.9,0.7181818181818181
0.11,0.6,2,1,0.9473684210526315,0.8461538461538461,0.90625,0.8032786885245902,0.5925925925925926,0.8967611336032388,0.9285978749763987,0.895332023999131,0.9,0.9230769230769231,0.8050112948805689
0.11,0.6,3,1,1.0,0.9230769230769231,0.9696969696969697,0.9356725146198831,0.6111111111111112,0.9615384615384616,0.9714557226399331,0.9607689228305228,0.9523809523809523,0.975609756097561,0.9376144618769908
0.11,0.6,4,1,0.8125,0.8571428571428571,0.8260869565217391,0.6198347107438017,0.42592592592592593,0.8348214285714286,0.9618759324381927,0.8345229603962802,0.9285714285714286,0.8666666666666667,0.6313453403451318
0.11,0.6,5,1,0.8666666666666667,0.9230769230769231,0.8928571428571429,0.7857142857142858,0.5185185185185186,0.8948717948717949,0.9601587301587302,0.8944271909999159,0.9285714285714286,0.896551724137931,0.7877263614433762
0.12,0.6,1,1,0.9,0.8181818181818182,0.8709677419354839,0.7181818181818181,0.5740740740740741,0.8590909090909091,0.9377207800785274,0.8581163303210332,0.9,0.9,0.7181818181818181
0.12,0.6,2,1,0.9473684210526315,0.8461538461538461,0.90625,0.8032786885245902,0.5925925925925926,0.8967611336032388,0.9253084012921882,0.895332023999131,0.9,0.9230769230769231,0.8050112948805689
0.12,0.6,3,1,1.0,0.9230769230769231,0.9696969696969697,0.9356725146198831,0.6111111111111112,0.9615384615384616,0.9713095238095237,0.9607689228305228,0.9523809523809523,0.975609756097561,0.9376144618769908
0.12,0.6,4,1,0.8125,0.8571428571428571,0.8260869565217391,0.6198347107438017,0.42592592592592593,0.8348214285714286,0.8082014818887421,0.8345229603962802,0.9285714285714286,0.8666666666666667,0.6313453403451318
0.12,0.6,5,1,0.8666666666666667,0.9230769230769231,0.8928571428571429,0.7857142857142858,0.5185185185185186,0.8948717948717949,0.9601587301587302,0.8944271909999159,0.9285714285714286,0.896551724137931,0.7877263614433762
0.13,0.6,1,1,0.9,0.8181818181818182,0.8709677419354839,0.7181818181818181,0.5740740740740741,0.8590909090909091,0.9377207800785274,0.8581163303210332,0.9,0.9,0.7181818181818181
0.13,0.6,2,1,0.9473684210526315,0.8461538461538461,0.90625,0.8032786885245902,0.5925925925925926,0.8967611336032388,0.9089622474460344,0.895332023999131,0.9,0.9230769230769231,0.8050112948805689
0.13,0.6,3,1,1.0,0.9230769230769231,0.9696969696969697,0.9356725146198831,0.6111111111111112,0.9615384615384616,0.9659001670843776,0.9607689228305228,0.9523809523809523,0.975609756097561,0.9376144618769908
0.13,0.6,4,1,0.8125,0.8571428571428571,0.8260869565217391,0.6198347107438017,0.42592592592592593,0.8348214285714286,0.7543152639400241,0.8345229603962802,0.9285714285714286,0.8666666666666667,0.6313453403451318
0.13,0.6,5,1,0.8666666666666667,0.9230769230769231,0.8928571428571429,0.7857142857142858,0.5185185185185186,0.8948717948717949,0.9601587301587302,0.8944271909999159,0.9285714285714286,0.896551724137931,0.7877263614433762
0.13999999999999999,0.6,1,1,0.9,0.8181818181818182,0.8709677419354839,0.7181818181818181,0.5740740740740741,0.8590909090909091,0.9357977031554505,0.8581163303210332,0.9,0.9,0.7181818181818181
0.13999999999999999,0.6,2,1,0.9473684210526315,0.8461538461538461,0.90625,0.8032786885245902,0.5925925925925926,0.8967611336032388,0.9436354689613611,0.895332023999131,0.9,0.9230769230769231,0.8050112948805689
0.13999999999999999,0.6,3,1,1.0,0.9230769230769231,0.9696969696969697,0.9356725146198831,0.6111111111111112,0.9615384615384616,0.9700668337510443,0.9607689228305228,0.9523809523809523,0.975609756097561,0.9376144618769908
0.13999999999999999,0.6,4,1,0.8125,0.8571428571428571,0.8260869565217391,0.6198347107438017,0.42592592592592593,0.8348214285714286,0.9380091741964345,0.8345229603962802,0.9285714285714286,0.8666666666666667,0.6313453403451318
0.13999999999999999,0.6,5,1,0.8666666666666667,0.9230769230769231,0.8928571428571429,0.7857142857142858,0.5185185185185186,0.8948717948717949,0.9601587301587302,0.8944271909999159,0.9285714285714286,0.896551724137931,0.7877263614433762
0.14999999999999997,0.6,1,1,0.9,0.8181818181818182,0.8709677419354839,0.7181818181818181,0.5740740740740741,0.8590909090909091,0.9382015493092967,0.8581163303210332,0.9,0.9,0.7181818181818181
0.14999999999999997,0.6,2,1,0.9473684210526315,0.8461538461538461,0.90625,0.8032786885245902,0.5925925925925926,0.8967611336032388,0.9234287020440679,0.895332023999131,0.9,0.9230769230769231,0.8050112948805689
0.14999999999999997,0.6,3,1,1.0,0.9230769230769231,0.9696969696969697,0.9356725146198831,0.6111111111111112,0.9615384615384616,0.9713095238095237,0.9607689228305228,0.9523809523809523,0.975609756097561,0.9376144618769908
0.14999999999999997,0.6,4,1,0.8125,0.8571428571428571,0.8260869565217391,0.6198347107438017,0.42592592592592593,0.8348214285714286,0.9373223610096213,0.8345229603962802,0.9285714285714286,0.8666666666666667,0.6313453403451318
0.14999999999999997,0.6,5,1,0.8666666666666667,0.9230769230769231,0.8928571428571429,0.7857142857142858,0.5185185185185186,0.8948717948717949,0.9601587301587302,0.8944271909999159,0.9285714285714286,0.896551724137931,0.7877263614433762
0.15999999999999998,0.6,1,1,0.9,0.8181818181818182,0.8709677419354839,0.7181818181818181,0.5740740740740741,0.8590909090909091,0.9357977031554505,0.8581163303210332,0.9,0.9,0.7181818181818181
0.15999999999999998,0.6,2,1,0.9473684210526315,0.8461538461538461,0.90625,0.8032786885245902,0.5925925925925926,0.8967611336032388,0.9259662960290302,0.895332023999131,0.9,0.9230769230769231,0.8050112948805689
0.15999999999999998,0.6,3,1,1.0,0.9230769230769231,0.9696969696969697,0.9356725146198831,0.6111111111111112,0.9615384615384616,0.972625313283208,0.9607689228305228,0.9523809523809523,0.975609756097561,0.9376144618769908
0.15999999999999998,0.6,4,1,0.8125,0.8571428571428571,0.8260869565217391,0.6198347107438017,0.42592592592592593,0.8348214285714286,0.9618759324381927,0.8345229603962802,0.9285714285714286,0.8666666666666667,0.6313453403451318
0.15999999999999998,0.6,5,1,0.8666666666666667,0.9230769230769231,0.8928571428571429,0.7857142857142858,0.5185185185185186,0.8948717948717949,0.9601587301587302,0.8944271909999159,0.9285714285714286,0.896551724137931,0.7877263614433762
0.16999999999999998,0.6,1,1,0.9,0.8181818181818182,0.8709677419354839,0.7181818181818181,0.5740740740740741,0.8590909090909091,0.9319515493092967,0.8581163303210332,0.9,0.9,0.7181818181818181
0.16999999999999998,0.6,2,1,0.9473684210526315,0.8461538461538461,0.90625,0.8032786885245902,0.5925925925925926,0.8967611336032388,0.9367625173515675,0.895332023999131,0.9,0.9230769230769231,0.8050112948805689
0.16999999999999998,0.6,3,1,1.0,0.9230769230769231,0.9696969696969697,0.9356725146198831,0.6111111111111112,0.9615384615384616,0.9752568922305763,0.9607689228305228,0.9523809523809523,0.975609756097561,0.9376144618769908
0.16999999999999998,0.6,4,1,0.8125,0.8571428571428571,0.8260869565217391,0.6198347107438017,0.42592592592592593,0.8348214285714286,0.9283937895810498,0.8345229603962802,0.9285714285714286,0.8666666666666667,0.6313453403451318
0.16999999999999998,0.6,5,1,0.8666666666666667,0.9230769230769231,0.8928571428571429,0.7857142857142858,0.5185185185185186,0.8948717948717949,0.9601587301587302,0.8944271909999159,0.9285714285714286,0.896551724137931,0.7877263614433762
0.17999999999999997,0.6,1,1,0.9,0.8181818181818182,0.8709677419354839,0.7181818181818181,0.5740740740740741,0.8590909090909091,0.9393691317268791,0.8581163303210332,0.9,0.9,0.7181818181818181
0.17999999999999997,0.6,2,1,0.9473684210526315,0.8461538461538461,0.90625,0.8032786885245902,0.5925925925925926,0.8967611336032388,0.9379963712170002,0.895332023999131,0.9,0.9230769230769231,0.8050112948805689
0.17999999999999997,0.6,3,1,1.0,0.9230769230769231,0.9696969696969697,0.9356725146198831,0.6111111111111112,0.9615384615384616,0.9713095238095237,0.9607689228305228,0.9523809523809523,0.975609756097561,0.9376144618769908
0.17999999999999997,0.6,4,1,0.8125,0.8571428571428571,0.8260869565217391,0.6198347107438017,0.42592592592592593,0.8348214285714286,0.918247685684946,0.8345229603962802,0.9285714285714286,0.8666666666666667,0.6313453403451318
0.17999999999999997,0.6,5,1,0.8666666666666667,0.9230769230769231,0.8928571428571429,0.7857142857142858,0.5185185185185186,0.8948717948717949,0.9601587301587302,0.8944271909999159,0.9285714285714286,0.896551724137931,0.7877263614433762
0.18999999999999995,0.6,1,1,0.9,0.8181818181818182,0.8709677419354839,0.7181818181818181,0.5740740740740741,0.8590909090909091,0.9319515493092967,0.8581163303210332,0.9,0.9,0.7181818181818181
0.18999999999999995,0.6,2,1,0.9473684210526315,0.8461538461538461,0.90625,0.8032786885245902,0.5925925925925926,0.8967611336032388,0.9285978749763987,0.895332023999131,0.9,0.9230769230769231,0.8050112948805689
0.18999999999999995,0.6,3,1,1.0,0.9230769230769231,0.9696969696969697,0.9356725146198831,0.6111111111111112,0.9615384615384616,0.965891567153177,0.9607689228305228,0.9523809523809523,0.975609756097561,0.9376144618769908
0.18999999999999995,0.6,4,1,0.8125,0.8571428571428571,0.8260869565217391,0.6198347107438017,0.42592592592592593,0.8348214285714286,0.9307976357348959,0.8345229603962802,0.9285714285714286,0.8666666666666667,0.6313453403451318
0.18999999999999995,0.6,5,1,0.8666666666666667,0.9230769230769231,0.8928571428571429,0.7857142857142858,0.5185185185185186,0.8948717948717949,0.9601587301587302,0.8944271909999159,0.9285714285714286,0.896551724137931,0.7877263614433762
0.19999999999999996,0.6,1,1,0.9,0.8181818181818182,0.8709677419354839,0.7181818181818181,0.5740740740740741,0.8590909090909091,0.9434900108477582,0.8581163303210332,0.9,0.9,0.7181818181818181
0.19999999999999996,0.6,2,1,0.9473684210526315,0.8461538461538461,0.90625,0.8032786885245902,0.5925925925925926,0.8967611336032388,0.5963923611919375,0.895332023999131,0.9,0.9230769230769231,0.8050112948805689
0.19999999999999996,0.6,3,1,1.0,0.9230769230769231,0.9696969696969697,0.9356725146198831,0.6111111111111112,0.9615384615384616,0.9686779448621554,0.9607689228305228,0.9523809523809523,0.975609756097561,0.9376144618769908
0.19999999999999996,0.6,4,1,0.8125,0.8571428571428571,0.8260869565217391,0.6198347107438017,0.42592592592592593,0.8348214285714286,0.8142110972733575,0.8345229603962802,0.9285714285714286,0.8666666666666667,0.6313453403451318
0.19999999999999996,0.6,5,1,0.8666666666666667,0.9230769230769231,0.8928571428571429,0.7857142857142858,0.5185185185185186,0.8948717948717949,0.9601587301587302,0.8944271909999159,0.9285714285714286,0.896551724137931,0.7877263614433762
0.20999999999999996,0.6,1,1,0.9,0.8181818181818182,0.8709677419354839,0.7181818181818181,0.5740740740740741,0.8590909090909091,0.9396438570016045,0.8581163303210332,0.9,0.9,0.7181818181818181
0.20999999999999996,0.6,2,1,0.9473684210526315,0.8461538461538461,0.90625,0.8032786885245902,0.5925925925925926,0.8967611336032388,0.811931208309732,0.895332023999131,0.9,0.9230769230769231,0.8050112948805689
0.20999999999999996,0.6,3,1,1.0,0.9230769230769231,0.9696969696969697,0.9356725146198831,0.6111111111111112,0.9615384615384616,0.972625313283208,0.9607689228305228,0.9523809523809523,0.975609756097561,0.9376144618769908
0.20999999999999996,0.6,4,1,0.8125,0.8571428571428571,0.8260869565217391,0.6198347107438017,0.42592592592592593,0.8348214285714286,0.921088594775855,0.8345229603962802,0.9285714285714286,0.8666666666666667,0.6313453403451318
0.20999999999999996,0.6,5,1,0.8666666666666667,0.9230769230769231,0.8928571428571429,0.7857142857142858,0.5185185185185186,0.8948717948717949,0.9601587301587302,0.8944271909999159,0.9285714285714286,0.896551724137931,0.7877263614433762
0.21999999999999995,0.6,1,1,0.9,0.8181818181818182,0.8709677419354839,0.7181818181818181,0.5740740740740741,0.8590909090909091,0.9360953222030696,0.8581163303210332,0.9,0.9,0.7181818181818181
0.21999999999999995,0.6,2,1,0.9473684210526315,0.8461538461538461,0.90625,0.8032786885245902,0.5925925925925926,0.8967611336032388,0.9294750679588548,0.895332023999131,0.9,0.9230769230769231,0.8050112948805689
0.21999999999999995,0.6,3,1,1.0,0.9230769230769231,0.9696969696969697,0.9356725146198831,0.6111111111111112,0.9615384615384616,0.9713095238095237,0.9607689228305228,0.9523809523809523,0.975609756097561,0.9376144618769908
