SmoothFactor,TanimotoDistance,Fold,Repeat,Sensitivity,Specificity,Accuracy,kappa,Coverage,AreaUnderTheCurve,PR_AUC,GMean,Precision,F1,MCC
0.1,1,1,1,0.6716417910447762,0.7301587301587301,0.7,0.4008508626802173,1.0,0.7009002606017531,0.7780234603336823,0.7002893096933502,0.7258064516129032,0.6976744186046512,0.4020387099263072
0.1,1,2,1,0.6417910447761194,0.6825396825396826,0.6615384615384615,0.32371719082525413,1.0,0.662165363657901,0.6858258266170579,0.6618518383734412,0.6825396825396826,0.6615384615384615,0.3243307273158019
0.1,1,3,1,0.5373134328358209,0.6984126984126984,0.6153846153846154,0.23439340400471148,1.0,0.6178630656242596,0.7205882709418387,0.612590013402321,0.6545454545454545,0.5901639344262295,0.2384533500364007
0.1,1,4,1,0.6567164179104478,0.6507936507936508,0.6538461538461539,0.30736443286762966,1.0,0.6537550343520493,0.7411588923790555,0.6537483270709527,0.6666666666666666,0.6616541353383458,0.3074008482891087
0.1,1,5,1,0.582089552238806,0.7142857142857143,0.6461538461538462,0.29497759962273057,1.0,0.6481876332622601,0.7539706589907924,0.6448086937992905,0.6842105263157895,0.6290322580645161,0.29850442655907206
0.11,1,1,1,0.6716417910447762,0.7301587301587301,0.7,0.4008508626802173,1.0,0.7009002606017531,0.7793013031293022,0.7002893096933502,0.7258064516129032,0.6976744186046512,0.4020387099263072
0.11,1,2,1,0.6417910447761194,0.6825396825396826,0.6615384615384615,0.32371719082525413,1.0,0.662165363657901,0.6788215699469524,0.6618518383734412,0.6825396825396826,0.6615384615384615,0.3243307273158019
0.11,1,3,1,0.5373134328358209,0.6984126984126984,0.6153846153846154,0.23439340400471148,1.0,0.6178630656242596,0.7066062656085136,0.612590013402321,0.6545454545454545,0.5901639344262295,0.2384533500364007
0.11,1,4,1,0.6567164179104478,0.6507936507936508,0.6538461538461539,0.30736443286762966,1.0,0.6537550343520493,0.741485434323257,0.6537483270709527,0.6666666666666666,0.6616541353383458,0.3074008482891087
0.11,1,5,1,0.582089552238806,0.6984126984126984,0.6384615384615384,0.27931115829204994,1.0,0.6402511253257521,0.7599513191993433,0.6376039012560571,0.6724137931034483,0.624,0.28200952776091825
0.12,1,1,1,0.6716417910447762,0.7301587301587301,0.7,0.4008508626802173,1.0,0.7009002606017531,0.7814891777859128,0.7002893096933502,0.7258064516129032,0.6976744186046512,0.4020387099263072
0.12,1,2,1,0.6417910447761194,0.6825396825396826,0.6615384615384615,0.32371719082525413,1.0,0.662165363657901,0.6382667344302559,0.6618518383734412,0.6825396825396826,0.6615384615384615,0.3243307273158019
0.12,1,3,1,0.5373134328358209,0.6984126984126984,0.6153846153846154,0.23439340400471148,1.0,0.6178630656242596,0.706946279402621,0.612590013402321,0.6545454545454545,0.5901639344262295,0.2384533500364007
0.12,1,4,1,0.6567164179104478,0.6507936507936508,0.6538461538461539,0.30736443286762966,1.0,0.6537550343520493,0.7288913655747142,0.6537483270709527,0.6666666666666666,0.6616541353383458,0.3074008482891087
0.12,1,5,1,0.5671641791044776,0.6984126984126984,0.6307692307692307,0.2643244517802405,1.0,0.632788438758588,0.757597342312516,0.6293764094493701,0.6666666666666666,0.6129032258064516,0.2674847819126457
0.13,1,1,1,0.6417910447761194,0.7301587301587301,0.6846153846153846,0.37072018890200714,1.0,0.6859748874674247,0.7835270844596686,0.6845504614569886,0.7166666666666667,0.6771653543307087,0.37287848992594846
0.13,1,2,1,0.6567164179104478,0.6825396825396826,0.6692307692307692,0.3387745445942748,1.0,0.6696280502250651,0.665242400069902,0.6695035589145099,0.6875,0.6717557251908397,0.3391356045839781
0.13,1,3,1,0.5373134328358209,0.6984126984126984,0.6153846153846154,0.23439340400471148,1.0,0.6178630656242596,0.7135856566450494,0.612590013402321,0.6545454545454545,0.5901639344262295,0.2384533500364007
0.13,1,4,1,0.6567164179104478,0.6507936507936508,0.6538461538461539,0.30736443286762966,1.0,0.6537550343520493,0.7295109887495596,0.6537483270709527,0.6666666666666666,0.6616541353383458,0.3074008482891087
0.13,1,5,1,0.582089552238806,0.6984126984126984,0.6384615384615384,0.27931115829204994,1.0,0.6402511253257521,0.7583408433876166,0.6376039012560571,0.6724137931034483,0.624,0.28200952776091825
0.13999999999999999,1,1,1,0.6417910447761194,0.7301587301587301,0.6846153846153846,0.37072018890200714,1.0,0.6859748874674247,0.785400642484787,0.6845504614569886,0.7166666666666667,0.6771653543307087,0.37287848992594846
0.13999999999999999,1,2,1,0.6716417910447762,0.6984126984126984,0.6846153846153846,0.36952921693872726,1.0,0.6850272447287373,0.6644252074353312,0.6848964561525486,0.703125,0.6870229007633588,0.3699230547207918
0.13999999999999999,1,3,1,0.5522388059701493,0.6984126984126984,0.6230769230769231,0.24935187367428707,1.0,0.6253257521914238,0.7149433626672506,0.6210399299930871,0.6607142857142857,0.6016260162601627,0.2529694743081094
0.13999999999999999,1,4,1,0.6567164179104478,0.6507936507936508,0.6538461538461539,0.30736443286762966,1.0,0.6537550343520493,0.7292019901185086,0.6537483270709527,0.6666666666666666,0.6616541353383458,0.3074008482891087
0.13999999999999999,1,5,1,0.5671641791044776,0.6984126984126984,0.6307692307692307,0.2643244517802405,1.0,0.632788438758588,0.7589060348198455,0.6293764094493701,0.6666666666666666,0.6129032258064516,0.2674847819126457
0.14999999999999997,1,1,1,0.6417910447761194,0.7301587301587301,0.6846153846153846,0.37072018890200714,1.0,0.6859748874674247,0.7881909883031524,0.6845504614569886,0.7166666666666667,0.6771653543307087,0.37287848992594846
0.14999999999999997,1,2,1,0.6865671641791045,0.6984126984126984,0.6923076923076923,0.3846153846153846,1.0,0.6924899312959014,0.6646945519012689,0.692464602543612,0.7076923076923077,0.696969696969697,0.38479758044967505
0.14999999999999997,1,3,1,0.5522388059701493,0.6984126984126984,0.6230769230769231,0.24935187367428707,1.0,0.6253257521914238,0.7159225573907768,0.6210399299930871,0.6607142857142857,0.6016260162601627,0.2529694743081094
0.14999999999999997,1,4,1,0.6865671641791045,0.6507936507936508,0.6692307692307692,0.33752073951173256,1.0,0.6686804074863777,0.7312976350125799,0.6684411352476471,0.6764705882352942,0.6814814814814815,0.3375608036173711
0.14999999999999997,1,5,1,0.5671641791044776,0.7142857142857143,0.6384615384615384,0.27999057270798955,1.0,0.6407249466950959,0.7576865941681135,0.6364882330325617,0.6785714285714286,0.6178861788617886,0.28405268003594897
0.15999999999999998,1,1,1,0.6567164179104478,0.7301587301587301,0.6923076923076923,0.38577840774864164,1.0,0.693437574034589,0.7897437652790468,0.692464602543612,0.7213114754098361,0.6875,0.3874262525480837
0.15999999999999998,1,2,1,0.6865671641791045,0.6984126984126984,0.6923076923076923,0.3846153846153846,1.0,0.6924899312959014,0.6655698480937726,0.692464602543612,0.7076923076923077,0.696969696969697,0.38479758044967505
0.15999999999999998,1,3,1,0.5522388059701493,0.6984126984126984,0.6230769230769231,0.24935187367428707,1.0,0.6253257521914238,0.7159806296992042,0.6210399299930871,0.6607142857142857,0.6016260162601627,0.2529694743081094
0.15999999999999998,1,4,1,0.6865671641791045,0.6349206349206349,0.6615384615384615,0.3217927436566279,1.0,0.6607438995498697,0.7304062388844801,0.6602390929021522,0.6666666666666666,0.6764705882352942,0.3219457591596752
