kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,search_time,pred_time
0.5974047516719823,0.5440846920639827,0.6489498168164609,0.8772881355932204,0.8596610169491525,0.8935593220338983,0.7072243346007605,0.6481658665085016,0.7594094628492514,0.9141914191419142,0.8973727422003284,0.929225645295587,0.5487104473752882,794.0241208281368,35.107705225935206
