kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,search_time,pred_time
0.5301006637552562,0.4463465750259106,0.6089812159011784,0.7775175644028103,0.7353629976580797,0.8149882903981265,0.8645418326693227,0.8178349282600414,0.9029535864978903,0.6534090909090909,0.5817208439714469,0.7216491781467094,0.7102718708853464,571.4979974601883,11.436361882137135
