kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,search_time,pred_time
0.6397516846881743,0.5990404930181106,0.679314468775504,0.8615384615384616,0.8461538461538461,0.8763925729442971,0.6774193548387096,0.6363636363636364,0.7164164930863008,0.9329896907216495,0.9184861717612809,0.9454679439941046,0.6799400389342765,933.4172539080027,10.830167741049081
