kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,search_time,pred_time
0.6251820338003509,0.5842408809891486,0.6641546951555707,0.8525198938992042,0.8360742705570292,0.8679045092838197,0.698292220113852,0.6584087948609016,0.7373540856031129,0.9123711340206185,0.8964757709251101,0.9264643696339556,0.6697937367381055,488.0235926511232,2.093906184192747
