Metric,Value
ROC_AUC,0.9751986922946847
PR_AUC,0.9841897210744713
Accuracy,0.9333333333333333
Sensitivity,0.9490445859872612
Specificity,0.911504424778761
GMean,0.9300851248352034
Precision,0.9371069182389937
F1,0.9430379746835443
MCC,0.862789013112176
Kappa,0.8626885912866588
