smoothing_factor,distance_threshold,kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,train_time,pred_time,pred_time_normalized,pred_time_small_compounds_normalized,pred_time_large_compounds_normalized,pred_time_representative-2500_normalized,pred_time_representative-5000_normalized,pred_time_representative-10000_normalized,pred_time_representative-20000_normalized
0.1999999999999999,1.0,0.4794643191375201,0.42006059526395617,0.5363718893866583,0.8414886285320469,0.8221915920055134,0.8594073053066851,0.5217391304347826,0.4651286452735987,0.577639751552795,0.9244791666666666,0.9079710959027876,0.9385665529010239,0.5859861035855445,346.34825055708643,0.6056917349924333,0.00041743055478458534,0.00032206907540094105,0.0004239340577973053,0.00037338397840503605,0.00038871789999539035,0.00039124643040122463,0.0003897141920489958
