smoothing_factor,distance_threshold,kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,train_time,pred_time,pred_time_normalized,pred_time_small_compounds_normalized,pred_time_large_compounds_normalized,pred_time_representative-2500_normalized,pred_time_representative-5000_normalized,pred_time_representative-10000_normalized,pred_time_representative-20000_normalized
0.2599999999999999,1.0,0.4851566025410762,0.43548412962700156,0.5320131107026008,0.7598455598455598,0.7359073359073359,0.7826696264496875,0.8547557840616966,0.8290286974126323,0.8783618600871158,0.6170212765957447,0.5738433597234485,0.6578674792888829,0.5710349823044362,275.6043679260183,0.3859601970179938,0.00029803876217605695,0.00027765430400613695,0.0003604293918004259,0.00032058407040312886,0.0003413037623977289,0.000337475314195035,0.00033828815410088284
