smoothing_factor,distance_threshold,kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,train_time,pred_time,pred_time_normalized,pred_time_small_compounds_normalized,pred_time_large_compounds_normalized,pred_time_representative-2500_normalized,pred_time_representative-5000_normalized,pred_time_representative-10000_normalized,pred_time_representative-20000_normalized
0.1899999999999999,1.0,0.40621721826728274,0.3509510504497287,0.46072042444307104,0.7323704333050127,0.7060322854715378,0.7570093457943925,0.5956416464891041,0.5477855477855478,0.6421568627450981,0.806282722513089,0.7770431745178414,0.8333333333333334,0.5912516373233614,229.33295949501917,0.396942351013422,0.0003372492362051164,0.0002679797771968879,0.00035598138300701977,0.00032522891999688,0.0003215572310029529,0.00031969753470038995,0.00032051173445070164
