smoothing_factor,distance_threshold,kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,train_time,pred_time,pred_time_normalized,pred_time_small_compounds_normalized,pred_time_large_compounds_normalized,pred_time_representative-2500_normalized,pred_time_representative-5000_normalized,pred_time_representative-10000_normalized,pred_time_representative-20000_normalized
0.1799999999999999,1.0,0.40308931026824746,0.33045385014073225,0.47747699567772284,0.8909329829172142,0.8745072273324573,0.9053876478318003,0.3837837837837838,0.3163841807909605,0.4601315857802282,0.9611069558713538,0.9497645696622097,0.9708083832335329,0.4385561661832998,373.95719706406817,0.6223318980191834,0.0004088908659784385,0.0003409293974051252,0.00045035663980524986,0.00043174715279601516,0.00041295226759975774,0.00041102537870174274,0.00041092245320032816
