smoothing_factor,distance_threshold,coverage,kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,train_time,pred_time,pred_time_normalized,pred_time_small_compounds_normalized,pred_time_large_compounds_normalized,pred_time_representative-2500_normalized,pred_time_representative-5000_normalized,pred_time_representative-10000_normalized,pred_time_representative-20000_normalized
0.1,0.6,0.4629629629629629,0.5901639344262295,0.3765811348030358,0.7567567567567568,0.8,0.6933333333333334,0.88,0.8,0.6666666666666666,0.9024390243902439,0.8,0.6153846153846154,0.9166666666666666,0.4659475593500237,9.819499354925938,0.010812802938744426,6.674569715274337e-05,5.1410681568086146e-05,6.555266520008445e-05,5.773975560441613e-05,5.99709739908576e-05,6.491902959533036e-05,6.454799469793215e-05
