smoothing_factor,distance_threshold,coverage,kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,train_time,pred_time,pred_time_normalized,pred_time_small_compounds_normalized,pred_time_large_compounds_normalized,pred_time_representative-2500_normalized,pred_time_representative-5000_normalized,pred_time_representative-10000_normalized,pred_time_representative-20000_normalized
0.1,0.4,0.5819881053525913,0.48904862005831695,0.42040272040570154,0.5531925586837698,0.7591240875912408,0.7255474452554744,0.7897810218978102,0.6953125,0.6356437072972182,0.7508696084980496,0.7972027972027972,0.7570214452891347,0.8333333333333334,0.6097468767502462,229.33295949501917,0.4119603680446744,0.00035000880887397996,0.00030722702858038245,0.00040102823600173,0.00036888283202424644,0.0003662317238282412,0.0003639151506125927,0.00036512278990121557
