smoothing_factor,distance_threshold,coverage,kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,train_time,pred_time,pred_time_normalized,pred_time_small_compounds_normalized,pred_time_large_compounds_normalized,pred_time_representative-2500_normalized,pred_time_representative-5000_normalized,pred_time_representative-10000_normalized,pred_time_representative-20000_normalized
0.1,0.5,0.6740179186767746,0.5334833579321299,0.4708518614848681,0.5925857737530235,0.8261758691206544,0.8016359918200409,0.8486707566462167,0.6738197424892703,0.6100917431192661,0.7309417040358744,0.8738255033557047,0.8486150195551156,0.8961384820239681,0.6481313057926076,346.34825055708643,0.6411776458844543,0.0004418867304510367,0.000375798367196694,0.0004787103960290551,0.00044852544199675324,0.000446268210420385,0.0004446642573922873,0.00044682073374278843
