smoothing_factor,distance_threshold,coverage,kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,train_time,pred_time,pred_time_normalized,pred_time_small_compounds_normalized,pred_time_large_compounds_normalized,pred_time_representative-2500_normalized,pred_time_representative-5000_normalized,pred_time_representative-10000_normalized,pred_time_representative-20000_normalized
0.1,0.6,0.48014440433213,0.36838534599728623,0.2034112944549705,0.518201473462947,0.6842105263157895,0.6015037593984962,0.7593984962406015,0.6865671641791045,0.5714285714285714,0.7903225806451613,0.6818181818181818,0.5606060606060606,0.7887323943661971,0.4095735242134932,19.826400624006055,0.024994252948090434,9.02319601014095e-05,7.121325018815696e-05,9.170296522788704e-05,8.269656561315059e-05,8.40210699941963e-05,9.601232558488846e-05,9.635646615643054e-05
