smoothing_factor,distance_threshold,kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,train_time,pred_time,pred_time_normalized,pred_time_small_compounds_normalized,pred_time_large_compounds_normalized,pred_time_representative-2500_normalized,pred_time_representative-5000_normalized,pred_time_representative-10000_normalized,pred_time_representative-20000_normalized
0.11,1.0,0.4474535539328959,0.35967001471316157,0.5316395862678244,0.7377049180327869,0.6955503512880562,0.7775175644028103,0.8247011952191236,0.772170955372761,0.8677685950413223,0.6136363636363636,0.5421686746987951,0.6831325206440084,0.5912687452973343,32.971009399043396,0.049113063025288284,0.00011501888296320441,9.085275119869039e-05,0.00012300664179492742,0.00011139987520873546,0.0001122716131969355,0.00011807180730393157,0.00012449042155058122
