smoothing_factor,distance_threshold,kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,train_time,pred_time,pred_time_normalized,pred_time_small_compounds_normalized,pred_time_large_compounds_normalized,pred_time_representative-2500_normalized,pred_time_representative-5000_normalized,pred_time_representative-10000_normalized,pred_time_representative-20000_normalized
0.2899999999999999,1.0,0.30681053736243036,0.1932459761111788,0.41771145545911714,0.6642599277978339,0.6064981949458483,0.7184115523465704,0.7960526315789473,0.723949735359287,0.8543046357615894,0.504,0.41605839416058393,0.5939849624060151,0.3410440193554808,19.826400624006055,0.021873650955967605,7.89662489385112e-05,7.351093959296122e-05,9.034409379819408e-05,7.661090798210353e-05,8.19398578023538e-05,8.082321179681458e-05,8.500404035148676e-05
