smoothing_factor,distance_threshold,coverage,kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,train_time,pred_time,pred_time_normalized,pred_time_small_compounds_normalized,pred_time_large_compounds_normalized,pred_time_representative-2500_normalized,pred_time_representative-5000_normalized,pred_time_representative-10000_normalized,pred_time_representative-20000_normalized
0.1,0.5,0.5245901639344263,0.5571703355417825,0.4210625268256009,0.6778259214602617,0.8348214285714286,0.78125,0.8794642857142857,0.8771929824561403,0.8224852071005917,0.9213483146067416,0.6981132075471698,0.5605032901450763,0.8125,0.6149594190055875,32.971009399043396,0.056715273996815085,0.0001328226557302461,0.00011246096598915755,0.00014398633558303117,0.00012739655040204525,0.00013369365162216128,0.00014162760160397737,0.00014185824180021881
