smoothing_factor,distance_threshold,coverage,kappa,kappa-lb,kappa-ub,accuracy,accuracy-lb,accuracy-ub,recall,recall-lb,recall-ub,specificity,specificity-lb,specificity-ub,kappa_val,train_time,pred_time,pred_time_normalized,pred_time_small_compounds_normalized,pred_time_large_compounds_normalized,pred_time_representative-2500_normalized,pred_time_representative-5000_normalized,pred_time_representative-10000_normalized,pred_time_representative-20000_normalized
0.1,0.7,0.6030534351145038,0.7701260911736179,0.5896103896103897,0.8736,0.8860759493670886,0.7974683544303798,0.9367088607594937,0.8666666666666667,0.7409594697223908,0.9512195121951219,0.9117647058823529,0.7666666666666667,0.9743589743589743,0.7215574265315022,9.041683106916025,0.008855223888531327,6.759712892008646e-05,3.916345960460603e-05,5.0243282783776525e-05,4.804961998015642e-05,4.665739242918789e-05,4.972349449526519e-05,5.4156048456206917e-05
