Metric,Value
ROC_AUC,0.7473178763418817
PR_AUC,0.7715375712834315
Accuracy,0.6981981981981982
Sensitivity,0.7708674304418985
Specificity,0.6092184368737475
GMean,0.6852931132082795
Precision,0.7072072072072072
F1,0.7376664056382146
MCC,0.38594373893574063
Kappa,0.38396469290180213
